START DATE,team,game,wins_to_date,se,upper_ci_90,lower_ci_90,upper_ci_95,lower_ci_95,upper_ci_99,lower_ci_99
2026-03-28,DET,3,1.573,0.0062068894201374025,1.5832094245747996,1.5627905754252003,1.585165279719492,1.560834720280508,1.5889878876522776,1.5570121123477223
2026-03-28,HOU,3,1.71415,0.0061829523950954115,1.7243200516723411,1.703979948327659,1.7262683640125127,1.7020316359874874,1.7300762299617347,1.6982237700382654
2026-03-28,KCR,2,0.91675,0.0050271498373108256,0.9250189256431292,0.9084810743568708,0.9266030326260155,0.9068969673739844,0.9296990798642762,0.9038009201357237
2026-03-28,LAA,3,1.28585,0.0061829523950954115,1.296020051672341,1.2756799483276589,1.2979683640125126,1.2737316359874873,1.3017762299617346,1.2699237700382653
2026-03-28,LAD,3,1.8295,0.006062452075378256,1.8394718462844053,1.8195281537155945,1.8413821877257415,1.8176178122742583,1.84511584170712,1.8138841582928797
2026-03-28,MIA,2,1.1075,0.0050068394144456175,1.1157355179704145,1.0992644820295854,1.117313224928689,1.0976867750713108,1.1203967636818926,1.0946032363181073
2026-03-28,MIL,2,1.13635,0.004993914379927003,1.144564258180508,1.128135741819492,1.1461378923265335,1.1265621076734664,1.14921347099923,1.1234865290007698
2026-03-28,MIN,2,0.89385,0.005019498843852051,0.9021063408787888,0.8855936591212112,0.9036880369543905,0.8840119630456096,0.9067793722111239,0.8809206277888761
2026-03-28,NYM,2,1.1265,0.004993609346626483,1.1347137564453773,1.1182862435546228,1.1362872944722506,1.1167127055277495,1.1393626852855163,1.1136373147144838
2026-03-28,NYY,3,1.65665,0.006209667211159031,1.6668639936344365,1.6464360063655634,1.668820724089851,1.644479275910149,1.6726450427677901,1.6406549572322098
2026-03-28,PHI,2,1.08525,0.005020496204968891,1.0935079813918391,1.076992018608161,1.095089991746259,1.075410008253741,1.0981819412431149,1.0723180587568852
2026-03-28,PIT,2,0.8735,0.0049936093466264805,0.8817137564453774,0.8652862435546227,0.8832872944722505,0.8637127055277496,0.8863626852855162,0.8606373147144839
2026-03-28,SDP,3,1.427,0.0062068894201374025,1.4372094245747997,1.4167905754252004,1.439165279719492,1.414834720280508,1.4429878876522777,1.4110121123477224
2026-03-28,SEA,3,1.72045,0.0061528028348173305,1.7305704600587666,1.7103295399412335,1.732509271960218,1.708390728039782,1.7362985698408813,1.7046014301591188
2026-03-28,SFG,3,1.34335,0.006209667211159031,1.3535639936344366,1.3331360063655635,1.355520724089851,1.331179275910149,1.3593450427677902,1.3273549572322099
2026-03-28,STL,2,0.9155,0.004994920916465865,0.9237159137857847,0.9072840862142153,0.9252898651018989,0.905710134898101,0.9283660636655421,0.9026339363344579
2026-03-28,TBR,2,1.0845,0.004994920916465864,1.0927159137857847,1.0762840862142153,1.0942898651018989,1.0747101348981012,1.097366063665542,1.071633936334458
2026-03-28,TEX,2,0.91475,0.005020496204968894,0.9230079813918391,0.9064920186081608,0.924589991746259,0.9049100082537409,0.9276819412431149,0.901818058756885
2026-03-28,TOR,2,1.12865,0.005014600301699943,1.136898283493963,1.120401716506037,1.1384784359881954,1.1188215640118044,1.1415667544027037,1.1157332455972961
2026-03-28,WSN,2,0.7837,0.004939325393894104,0.7918244672888402,0.7755755327111598,0.7933808998799565,0.7740191001200434,0.7964228590893556,0.7709771409106443
2026-03-29,ATH,3,1.3151,0.006189306493925134,1.325280503234847,1.304919496765153,1.327230817817373,1.3029691821826268,1.3310425970356978,1.299157402964302
2026-03-29,ATL,3,1.6247,0.006197129635628588,1.6348933711578522,1.614506628842148,1.6368461508933578,1.6125538491066422,1.6406627481133436,1.6087372518866565
2026-03-29,BAL,3,1.65045,0.006214915215315232,1.660672625833107,1.640227374166893,1.6626310099889878,1.6382689900110121,1.6664585607306808,1.6344414392693192
2026-03-29,BOS,3,1.71985,0.006179418106537766,1.7300142382849883,1.7096857617150119,1.7319614369342289,1.7077385630657713,1.7357671262377008,1.7039328737622994
2026-03-29,CHC,3,1.82445,0.006087566245893345,1.8344631554188648,1.814436844581135,1.8363814105954526,1.8125185894045472,1.840130531523467,1.8087694684765327
2026-03-29,CHW,3,1.29365,0.006197814495467406,1.303844497652042,1.283455502347958,1.3057974931939764,1.2815025068060235,1.309614512195385,1.2776854878046149
2026-03-29,CIN,3,1.28015,0.006179418106537766,1.2903142382849881,1.2699857617150117,1.2922614369342287,1.2680385630657711,1.2960671262377006,1.2642328737622992
2026-03-29,CLE,4,1.70415,0.0071685917940984235,1.7159412842126573,1.6923587157873428,1.7182001817363024,1.6900998182636977,1.722615068808419,1.6856849311915811
