Team,Mean Wins,Mean Losses,Max Wins,Min Wins,St.Dev,Win Division (%),Make Wild Card (%),Make Playoffs (%),Win League (%),Win WS (%),Division,date
CIN,69,93,110,36,9.582891934634937,2.63,3.16,5.8,0.38,0.15,NL Central,2023-04-11 09:34:35.014428
CLE,86,76,123,50,9.612939934312958,36.95,16.14,53.1,8.03,3.67,AL Central,2023-04-11 09:34:35.014428
COL,66,96,113,32,9.349943391918066,0.46,2.77,3.23,0.16,0.04,NL West,2023-04-11 09:34:35.014428
DET,66,96,105,29,9.50734397134496,1.61,1.6,3.21,0.21,0.09,AL Central,2023-04-11 09:34:35.014428
HOU,87,75,121,52,9.5910461972799,34.6,22.26,56.86,10.76,5.36,AL West,2023-04-11 09:34:35.014428
KCR,70,92,108,33,9.520115074254702,3.17,3.15,6.31,0.53,0.19,AL Central,2023-04-11 09:34:35.014428
LAA,83,79,121,45,9.68689016052364,21.36,20.0,41.37,6.31,2.93,AL West,2023-04-11 09:34:35.014428
LAD,90,72,122,54,9.494939157439598,35.85,36.44,72.29,14.51,7.62,NL West,2023-04-11 09:34:35.014428
MIA,78,84,115,42,9.646119952162469,5.03,18.92,23.95,2.4,1.06,NL East,2023-04-11 09:34:35.014428
MIL,85,77,121,48,9.70060603907696,37.84,18.16,56.01,6.78,3.06,NL Central,2023-04-11 09:34:35.014428
MIN,86,76,121,48,9.60440367636111,39.4,15.09,54.48,8.21,3.69,AL Central,2023-04-11 09:34:35.014428
NYM,90,72,126,54,9.559025378447796,35.5,37.28,72.78,14.79,7.88,NL East,2023-04-11 09:34:35.014428
NYY,92,70,132,53,9.562568251943585,32.98,41.97,74.95,16.86,8.97,AL East,2023-04-11 09:34:35.014428
OAK,66,96,107,33,9.553720959746991,0.97,1.84,2.81,0.22,0.09,AL West,2023-04-11 09:34:35.014428
PHI,83,79,120,42,9.692754070648569,13.52,31.08,44.59,6.31,2.94,NL East,2023-04-11 09:34:35.014428
PIT,75,87,113,41,9.594503130543862,9.9,9.54,19.43,1.62,0.63,NL Central,2023-04-11 09:34:35.014428
SDP,92,70,129,53,9.477391521273267,48.67,31.51,80.18,18.54,10.2,NL West,2023-04-11 09:34:35.014428
SEA,81,81,116,45,9.717770809371633,15.8,18.26,34.06,4.93,2.33,AL West,2023-04-11 09:34:35.014428
SFG,80,82,114,44,9.606248204175646,8.46,23.3,31.76,3.42,1.54,NL West,2023-04-11 09:34:35.014428
STL,85,77,121,51,9.651392133184974,37.19,17.73,54.92,8.38,3.91,NL Central,2023-04-11 09:34:35.014428
TBR,90,72,126,55,9.632344339794612,26.44,41.95,68.39,10.95,5.4,AL East,2023-04-11 09:34:35.014428
TEX,84,78,122,48,9.769469244742323,27.27,20.96,48.23,7.18,3.48,AL West,2023-04-11 09:34:35.014428
TOR,91,71,129,52,9.631521073403176,30.68,41.56,72.23,15.23,8.29,AL East,2023-04-11 09:34:35.014428
WSN,66,96,104,31,9.489822777418835,0.46,3.03,3.5,0.17,0.06,NL East,2023-04-11 09:34:35.014428
ARI,79,83,120,39,9.590272593436572,6.33,19.7,26.03,2.3,1.0,NL West,2023-04-12 09:28:36.188660
ATL,93,69,125,57,9.47442378368211,47.24,32.4,79.64,18.32,9.62,NL East,2023-04-12 09:28:36.188660
BAL,77,85,115,41,9.606393357403544,2.94,15.99,18.93,2.07,0.89,AL East,2023-04-12 09:28:36.188660
BOS,81,81,117,42,9.711428632791602,5.79,25.16,30.95,4.25,2.02,AL East,2023-04-12 09:28:36.188660
CHC,78,84,119,46,9.51411946535046,12.32,13.05,25.37,2.34,1.02,NL Central,2023-04-12 09:28:36.188660
CHW,80,82,117,43,9.66539531024599,17.57,13.08,30.65,4.03,1.75,AL Central,2023-04-12 09:28:36.188660
CIN,68,94,107,33,9.52005147092178,2.12,2.99,5.1,0.21,0.07,NL Central,2023-04-12 09:28:36.188660
CLE,85,77,122,48,9.629966920537374,35.9,15.86,51.75,7.63,3.69,AL Central,2023-04-12 09:28:36.188660
COL,66,96,105,33,9.408114837268906,0.42,2.77,3.19,0.21,0.09,NL West,2023-04-12 09:28:36.188660
DET,66,96,104,26,9.5420974087801,1.62,1.52,3.15,0.19,0.09,AL Central,2023-04-12 09:28:36.188660
HOU,86,76,122,43,9.487265170217407,32.01,22.05,54.06,10.38,5.26,AL West,2023-04-12 09:28:36.188660
KCR,69,93,108,31,9.47187027235502,2.83,2.94,5.77,0.47,0.21,AL Central,2023-04-12 09:28:36.188660
LAA,84,78,121,44,9.670283809663893,23.14,19.91,43.05,6.42,3.12,AL West,2023-04-12 09:28:36.188660
LAD,89,73,121,49,9.517367149131765,32.63,36.53,69.16,13.91,7.02,NL West,2023-04-12 09:28:36.188660
MIA,78,84,115,44,9.523778067418077,5.64,19.27,24.91,2.56,1.17,NL East,2023-04-12 09:28:36.188660
MIL,86,76,122,47,9.60147725187488,38.67,19.43,58.1,7.41,3.33,NL Central,2023-04-12 09:28:36.188660
MIN,86,76,125,49,9.70193516546042,42.09,15.05,57.14,8.78,4.12,AL Central,2023-04-12 09:28:36.188660
NYM,90,72,125,51,9.56424186402778,33.51,37.11,70.62,14.29,7.38,NL East,2023-04-12 09:28:36.188660
NYY,92,70,128,56,9.44086621742128,33.48,43.3,76.78,17.38,9.78,AL East,2023-04-12 09:28:36.188660
OAK,66,96,102,30,9.458273812233143,0.91,1.67,2.57,0.24,0.07,AL West,2023-04-12 09:28:36.188660
PHI,83,79,118,46,9.574328894428485,13.14,28.9,42.05,5.9,2.76,NL East,2023-04-12 09:28:36.188660
PIT,76,86,119,42,9.54648907767592,10.35,10.59,20.94,1.56,0.58,NL Central,2023-04-12 09:28:36.188660
SDP,93,69,127,54,9.494800722081408,51.23,30.15,81.38,18.67,9.93,NL West,2023-04-12 09:28:36.188660
SEA,80,82,119,46,9.510453361757111,15.15,16.5,31.64,4.49,2.15,AL West,2023-04-12 09:28:36.188660
SFG,80,82,119,43,9.659481625287324,9.38,24.75,34.13,3.73,1.65,NL West,2023-04-12 09:28:36.188660
STL,85,77,121,46,9.478091944128062,36.54,19.96,56.49,8.45,4.14,NL Central,2023-04-12 09:28:36.188660
TBR,91,71,125,51,9.64302766298664,27.55,43.37,70.92,11.1,5.36,AL East,2023-04-12 09:28:36.188660
TEX,85,77,121,48,9.65567348202703,28.8,21.05,49.85,7.11,3.31,AL West,2023-04-12 09:28:36.188660
TOR,91,71,125,55,9.608687815413573,30.23,42.55,72.78,15.47,8.39,AL East,2023-04-12 09:28:36.188660
WSN,65,97,104,30,9.356116588808696,0.47,2.4,2.87,0.15,0.04,NL East,2023-04-12 09:28:36.188660
ARI,79,83,122,45,9.477423439693556,6.48,21.2,27.67,2.6,1.16,NL West,2023-04-13 09:30:14.440858
ATL,93,69,128,54,9.366327621573793,47.57,33.4,80.97,17.81,9.52,NL East,2023-04-13 09:30:14.440858
BAL,77,85,113,37,9.639495696942076,2.43,15.07,17.49,1.76,0.77,AL East,2023-04-13 09:30:14.440858
BOS,81,81,116,42,9.588311871034744,4.84,24.12,28.95,3.98,1.87,AL East,2023-04-13 09:30:14.440858
CHC,78,84,116,41,9.680427442591242,12.47,12.18,24.65,2.12,0.85,NL Central,2023-04-13 09:30:14.440858
CHW,80,82,116,41,9.491804924145667,15.97,12.57,28.54,3.58,1.77,AL Central,2023-04-13 09:30:14.440858
CIN,68,94,109,33,9.397752363462974,2.11,2.6,4.71,0.43,0.15,NL Central,2023-04-13 09:30:14.440858
CLE,85,77,118,43,9.499534504794973,34.53,15.51,50.04,7.22,3.31,AL Central,2023-04-13 09:30:14.440858
COL,66,96,102,31,9.359294565149565,0.36,2.36,2.71,0.17,0.06,NL West,2023-04-13 09:30:14.440858
DET,66,96,104,33,9.532460368002223,1.52,1.25,2.77,0.16,0.07,AL Central,2023-04-13 09:30:14.440858
HOU,87,75,125,47,9.509885871763393,32.87,22.0,54.86,10.69,5.47,AL West,2023-04-13 09:30:14.440858
KCR,70,92,107,35,9.442735749793174,3.17,2.97,6.14,0.53,0.21,AL Central,2023-04-13 09:30:14.440858
LAA,84,78,120,51,9.572768784035771,23.67,20.46,44.14,6.78,3.17,AL West,2023-04-13 09:30:14.440858
LAD,90,72,126,53,9.43941156876521,35.53,35.9,71.43,13.86,7.38,NL West,2023-04-13 09:30:14.440858
MIA,79,83,118,41,9.507899767977118,5.46,21.2,26.66,2.7,1.29,NL East,2023-04-13 09:30:14.440858
MIL,85,77,118,45,9.538619590941089,36.85,19.38,56.23,7.12,3.34,NL Central,2023-04-13 09:30:14.440858
MIN,87,75,121,45,9.627999668486744,44.81,14.58,59.39,8.87,4.08,AL Central,2023-04-13 09:30:14.440858
NYM,90,72,123,47,9.447478759052348,35.35,37.46,72.82,14.82,7.6,NL East,2023-04-13 09:30:14.440858
NYY,93,69,125,48,9.394913803770038,33.89,44.27,78.16,17.61,9.46,AL East,2023-04-13 09:30:14.440858
OAK,66,96,106,34,9.448821884856889,0.95,1.84,2.79,0.26,0.1,AL West,2023-04-13 09:30:14.440858
PHI,82,80,122,48,9.57179192784905,11.37,28.99,40.37,5.75,2.69,NL East,2023-04-13 09:30:14.440858
PIT,76,86,108,42,9.507925283265484,9.63,9.9,19.54,1.58,0.56,NL Central,2023-04-13 09:30:14.440858
SDP,92,70,124,48,9.425567334435591,48.71,31.0,79.71,18.61,9.9,NL West,2023-04-13 09:30:14.440858
SEA,81,81,119,45,9.608513326936574,16.38,16.88,33.26,4.81,2.33,AL West,2023-04-13 09:30:14.440858
SFG,80,82,120,41,9.538139391157598,8.93,23.41,32.34,3.61,1.64,NL West,2023-04-13 09:30:14.440858
STL,85,77,121,49,9.601479074602029,38.92,18.89,57.82,8.62,4.2,NL Central,2023-04-13 09:30:14.440858
TBR,91,71,124,50,9.63722896410611,28.23,43.9,72.14,11.45,5.56,AL East,2023-04-13 09:30:14.440858
TEX,84,78,123,41,9.6437830978108,26.14,20.82,46.96,7.0,3.28,AL West,2023-04-13 09:30:14.440858
TOR,91,71,127,54,9.493221142077267,30.61,43.78,74.39,15.3,8.16,AL East,2023-04-13 09:30:14.440858
WSN,65,97,102,33,9.208659547840446,0.24,2.13,2.38,0.19,0.06,NL East,2023-04-13 09:30:14.440858
