Name,Team,ShortName,W,L,ERA,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,playerid,.,date
"<a href=""statss.aspx?playerid=23460&position=P"">Brandon Hughes</a>",CHC,Cubs,2,2,3.61032,0,60,10,4,,61.0,253,50,26,24,7,69,21,1,3,1.17424,10.2787,3.12622,3.2879,1.09021,0.274685,0.0835441,0.19114061444997787,,0.21964,0.282129,0.734779,3.58217,0.634924,0.524294,0.0,397.8999938964844,17,NL,Brandon Hughes,23460,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=22276&position=P"">Dylan Coleman</a>",KCR,Royals,2,2,3.70021,0,61,3,12,,63.0,268,54,28,26,5,66,27,1,4,1.28261,9.42843,3.83439,2.45891,0.777432,0.245385,0.0997939,0.14559072256088257,,0.226423,0.290741,0.720009,3.59879,0.634834,0.420081,0.0,671.1699829101562,7,AL,Dylan Coleman,22276,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=22294&position=P"">Matthew Liberatore</a>",STL,Cardinals,4,4,4.75265,11,16,0,1,,61.0,266,65,35,32,8,47,20,1,3,1.39405,6.97024,3.02348,2.30537,1.14986,0.177593,0.0770347,0.10055858641862869,,0.265869,0.302298,0.679308,4.36772,0.626291,0.152159,4.0,593.7000122070312,28,NL,Matthew Liberatore,22294,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=21455&position=P"">Kris Bubic</a>",KCR,Royals,4,7,4.94071,14,24,0,1,,86.0,383,92,51,47,11,69,37,1,4,1.49733,7.25783,3.87529,1.87285,1.11693,0.181088,0.0966913,0.08439657092094421,,0.268299,0.309527,0.682847,4.54479,0.622094,0.0129946,5.0,722.0900268554688,7,AL,Kris Bubic,21455,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19951&position=P"">Ian Anderson</a>",ATL,Braves,3,3,3.97599,7,18,0,1,,50.0,212,46,24,22,5,43,20,1,2,1.32624,7.86454,3.56232,2.2077,0.900205,0.204302,0.0925407,0.1117616668343544,,0.242,0.289251,0.715069,3.96232,0.620443,0.526541,2.0,526.5700073242188,16,NL,Ian Anderson,19951,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19225&position=P"">Mitch White</a>",TOR,Blue Jays,3,3,4.39807,7,35,0,1,,66.0,283,65,35,32,8,54,22,1,3,1.32287,7.36591,3.03088,2.43028,1.06052,0.190439,0.0783608,0.11207820475101471,,0.251852,0.29145,0.687812,4.15411,0.616635,0.213187,2.0,746.6599731445312,14,AL,Mitch White,19225,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=10021&position=P"">Mike Minor</a>",,,4,5,4.79046,13,13,0,0,,71.0,307,71,41,38,12,56,23,1,3,1.33125,7.05531,2.93798,2.40141,1.4718,0.181716,0.0756703,0.10604524612426758,,0.254816,0.280816,0.687808,4.78276,0.614588,0.218221,5.0,999.0,-1,,Mike Minor,10021,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=17897&position=P"">Garrett Cleavinger</a>",TBR,Rays,2,1,3.28161,0,52,1,13,,54.0,228,39,21,20,5,72,28,1,3,1.24043,12.121,4.66675,2.59732,0.850766,0.318163,0.122497,0.1956661343574524,,0.19775,0.283975,0.762689,3.39505,0.612842,0.678519,0.0,683.2899780273438,12,AL,Garrett Cleavinger,17897,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=21045&position=P"">Seth Martinez</a>",HOU,Astros,2,1,3.49078,0,46,0,7,,50.0,206,42,21,19,5,51,16,1,3,1.1623,9.24657,2.88727,3.20253,0.911503,0.247367,0.0772412,0.17012594640254974,,0.222686,0.279311,0.726918,3.49782,0.610392,0.462888,0.0,999.0,21,AL,Seth Martinez,21045,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=12760&position=P"">Rafael Montero</a>",HOU,Astros,2,2,4.03929,0,57,3,13,,58.0,247,56,28,26,7,61,17,1,3,1.25709,9.40162,2.62681,3.5791,1.00694,0.246429,0.0688522,0.17757657915353775,,0.247728,0.311462,0.700251,3.50589,0.610251,0.15267,0.0,357.8299865722656,21,AL,Rafael Montero,12760,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=13799&position=P"">Matt Strahm</a>",PHI,Phillies,3,2,4.01968,3,52,0,10,,62.0,261,58,30,28,9,62,17,1,3,1.19719,8.89216,2.38992,3.72069,1.24632,0.235451,0.0632814,0.17216915637254715,,0.240368,0.288486,0.71014,3.89785,0.608993,0.30127,1.0,716.8800048828125,26,NL,Matt Strahm,13799,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=17496&position=P"">Diego Castillo</a>",SEA,Mariners,2,2,3.38932,0,59,3,14,,58.0,239,48,24,22,6,59,18,1,3,1.14185,9.09207,2.83717,3.20463,0.925053,0.245235,0.0765251,0.1687094196677208,,0.220172,0.274035,0.734818,3.52341,0.608938,0.574938,0.0,589.6699829101562,11,AL,Diego Castillo,17496,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19962&position=P"">Joey Wentz</a>",DET,Tigers,4,7,4.86216,15,19,0,1,,78.0,342,78,45,42,11,62,33,1,3,1.42237,7.20427,3.76544,1.91326,1.27141,0.18242,0.0953452,0.08707493543624878,,0.255252,0.288383,0.686063,4.71221,0.602573,0.197185,4.0,624.3400268554688,6,AL,Joey Wentz,19962,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19493&position=P"">Zach Jackson</a>",OAK,Athletics,2,2,3.37025,0,52,1,11,,52.0,220,36,21,20,4,63,30,1,3,1.25766,10.9403,5.14218,2.12755,0.699784,0.28806,0.135395,0.15266504883766174,,0.190928,0.264445,0.743932,3.56804,0.601698,0.570447,0.0,665.0,10,AL,Zach Jackson,19493,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=5524&position=P"">Madison Bumgarner</a>",ARI,Diamondbacks,7,11,5.6098,27,27,0,0,,150.0,668,170,101,94,25,103,49,1,9,1.45608,6.15769,2.91341,2.11357,1.5031,0.154086,0.072903,0.0811825692653656,,0.278941,0.300891,0.643593,5.05758,0.600608,-0.876807,12.0,642.6900024414062,15,NL,Madison Bumgarner,5524,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19403&position=P"">Colin Poche</a>",TBR,Rays,3,2,3.50959,0,56,1,12,,54.0,224,41,23,21,7,63,20,1,2,1.13645,10.4366,3.40114,3.06856,1.14342,0.280374,0.0913699,0.18900448083877563,,0.204114,0.259918,0.744685,3.70394,0.599465,0.465789,0.0,720.719970703125,12,AL,Colin Poche,19403,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=14771&position=P"">Emilio Pagán</a>",MIN,Twins,3,2,3.83947,0,60,0,12,,61.0,253,51,28,26,9,70,18,1,2,1.12668,10.294,2.58566,3.98119,1.36792,0.277013,0.0695805,0.2074326127767563,,0.220735,0.2742,0.727626,3.77964,0.596416,0.31293,0.0,737.030029296875,8,AL,Emilio Pagán,14771,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=12056&position=P"">Scott McGough</a>",ARI,Diamondbacks,2,2,3.96952,0,59,13,8,,59.0,251,53,28,26,7,69,22,2,3,1.28842,10.677,3.41551,3.12603,1.01603,0.276606,0.0884846,0.18812111765146255,,0.235869,0.311646,0.717128,3.5136,0.591331,0.206026,0.0,426.0799865722656,15,NL,Scott McGough,12056,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=14524&position=P"">José Leclerc</a>",TEX,Rangers,2,2,3.75939,0,57,21,6,,57.0,242,43,26,24,6,68,29,1,4,1.24685,10.7583,4.51626,2.38213,0.941278,0.281451,0.118151,0.1633002981543541,,0.202468,0.269118,0.724797,3.78344,0.588749,0.309688,0.0,174.00999450683594,13,AL,José Leclerc,14524,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=16269&position=P"">John Means</a>",BAL,Orioles,3,3,4.17563,7,11,0,1,,39.0,163,38,19,18,6,31,8,0,1,1.20399,7.26737,1.96232,3.70346,1.31017,0.192558,0.0519939,0.14056362584233284,,0.250313,0.281456,0.704489,4.15366,0.588205,0.434572,3.0,583.2000122070312,2,AL,John Means,16269,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19614&position=P"">Cionel Pérez</a>",BAL,Orioles,2,2,3.48031,0,57,2,12,,56.0,237,49,23,21,4,55,23,1,2,1.30332,8.86479,3.73062,2.37622,0.597148,0.231231,0.0973104,0.13392073661088943,,0.233529,0.29857,0.731077,3.36625,0.587134,0.573414,0.0,654.3300170898438,2,AL,Cionel Pérez,19614,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19349&position=P"">Caleb Ferguson</a>",LAD,Dodgers,3,1,3.53067,0,54,2,11,,51.0,215,43,22,20,5,57,18,1,3,1.20195,9.95392,3.23638,3.07563,0.874597,0.264053,0.0858532,0.178199902176857,,0.222843,0.28918,0.728408,3.38928,0.581702,0.41048,0.0,749.2000122070312,22,NL,Caleb Ferguson,19349,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=13183&position=P"">Zach Davies</a>",ARI,Diamondbacks,7,11,5.21147,25,25,0,0,,127.0,567,136,79,74,18,90,55,1,5,1.49608,6.35269,3.87638,1.63882,1.26626,0.158692,0.0968332,0.061858952045440674,,0.267927,0.295442,0.672119,4.94455,0.579746,-0.155716,8.0,706.7000122070312,15,NL,Zach Davies,13183,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=25636&position=P"">Hunter Gaddis</a>",CLE,Guardians,4,4,4.48303,9,31,0,1,,70.0,298,65,38,35,12,69,23,1,4,1.25369,8.91751,2.94523,3.02778,1.53549,0.23276,0.0768748,0.15588562935590744,,0.238824,0.27811,0.704026,4.48178,0.579385,0.217293,2.0,723.4199829101562,5,AL,Hunter Gaddis,25636,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=26221&position=P"">Ryan Pepiot</a>",LAD,Dodgers,5,4,4.56602,12,17,0,1,,67.0,289,61,36,34,11,65,27,0,4,1.3251,8.8212,3.67548,2.40001,1.42263,0.22686,0.0945246,0.13233550637960434,,0.237996,0.279571,0.70613,4.61303,0.579006,0.417316,4.0,441.30999755859375,22,NL,Ryan Pepiot,26221,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=8241&position=P"">David Robertson</a>",NYM,Mets,3,2,3.53208,0,60,21,6,,61.0,256,48,26,24,6,73,27,1,3,1.23284,10.8249,3.94395,2.74469,0.938574,0.285486,0.104014,0.18147238343954086,,0.213258,0.285375,0.742857,3.52343,0.577307,0.524294,0.0,311.760009765625,25,NL,David Robertson,8241,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=22815&position=P"">Luis Patiño</a>",TBR,Rays,3,4,4.13433,7,36,0,1,,62.0,266,56,31,29,8,53,23,1,3,1.26922,7.60408,3.28895,2.31201,1.13406,0.198455,0.0858365,0.11261804401874542,,0.235064,0.270631,0.707055,4.29839,0.577229,0.390271,2.0,576.75,12,AL,Luis Patiño,22815,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=7803&position=P"">Richard Bleier</a>",BOS,Red Sox,2,2,3.9411,0,58,0,12,,56.0,234,60,26,24,4,37,10,1,2,1.26474,6.01876,1.67353,3.59644,0.661409,0.15886,0.0441714,0.11468832939863205,,0.270759,0.310079,0.679164,3.40639,0.575908,0.256182,0.0,999.0,3,AL,Richard Bleier,7803,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=12730&position=P"">Nick Martinez</a>",SDP,Padres,7,8,5.11054,20,25,0,1,,124.0,546,130,76,70,19,95,47,1,6,1.43432,6.90958,3.44093,2.00806,1.37811,0.174452,0.086876,0.08757606148719788,,0.26523,0.295148,0.675881,4.87097,0.572243,-0.105728,8.0,389.0899963378906,29,NL,Nick Martinez,12730,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19804&position=P"">Bryan Baker</a>",BAL,Orioles,2,2,3.6911,0,59,1,12,,59.0,254,49,26,24,6,65,28,1,3,1.28187,9.79251,4.17096,2.34779,0.853164,0.255064,0.10864,0.1464240401983261,,0.218332,0.282041,0.730808,3.72046,0.565832,0.416867,0.0,684.4000244140625,2,AL,Bryan Baker,19804,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=sa3008517&position=P"">Mike Burrows</a>",PIT,Pirates,2,3,4.09991,5,16,0,0,,38.0,163,35,19,17,4,36,14,0,2,1.28784,8.4052,3.20634,2.62143,1.02488,0.218539,0.0833664,0.1351727619767189,,0.240889,0.29002,0.704731,3.94352,0.558198,0.295332,1.0,999.0,27,NL,Mike Burrows,sa3008517,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=17859&position=P"">Adbert Alzolay</a>",CHC,Cubs,2,2,3.99674,1,52,5,11,,63.0,266,56,30,28,8,68,22,1,3,1.22581,9.67805,3.13344,3.08863,1.17713,0.255785,0.0828151,0.17297010123729706,,0.230653,0.287369,0.713631,3.859,0.551642,0.265558,0.0,466.25,17,NL,Adbert Alzolay,17859,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19409&position=P"">Dane Dunning</a>",TEX,Rangers,3,4,4.30442,7,31,0,1,,64.0,274,62,33,30,7,56,23,1,4,1.33602,7.94541,3.29476,2.41153,1.02347,0.204735,0.0848985,0.11983645707368851,,0.249874,0.296767,0.6957,4.11612,0.547549,0.328409,2.0,648.8699951171875,13,AL,Dane Dunning,19409,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=13394&position=P"">Dylan Floro</a>",MIA,Marlins,2,2,3.95951,0,60,12,9,,58.0,247,59,28,26,5,50,15,1,2,1.26776,7.7368,2.35131,3.29042,0.842135,0.202966,0.0616837,0.14128190279006958,,0.255949,0.306433,0.695092,3.51847,0.547112,0.15267,0.0,299.6199951171875,20,NL,Dylan Floro,13394,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19876&position=P"">Kevin Ginkel</a>",ARI,Diamondbacks,2,2,3.94934,0,60,6,10,,59.0,251,52,28,26,6,64,24,1,3,1.28789,9.79219,3.68733,2.65563,0.939042,0.254671,0.0958982,0.15877234935760498,,0.230302,0.295267,0.713403,3.66993,0.546103,0.206025,0.0,555.3300170898438,15,NL,Kevin Ginkel,19876,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=25174&position=P"">Penn Murfee</a>",SEA,Mariners,2,2,3.70002,0,56,1,12,,59.0,246,50,26,24,7,65,19,1,3,1.17363,9.85242,2.94861,3.34138,1.07915,0.262456,0.0785472,0.1839088723063469,,0.223061,0.281642,0.723285,3.61668,0.539441,0.416915,0.0,745.4000244140625,11,AL,Penn Murfee,25174,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=13218&position=P"">Michael Fulmer</a>",CHC,Cubs,2,2,4.0323,1,59,15,8,,62.0,265,60,30,28,7,58,20,1,3,1.26735,8.40843,2.82823,2.97303,0.997591,0.220596,0.0741988,0.14639677107334137,,0.246443,0.298428,0.702297,3.78821,0.53913,0.205164,0.0,348.7799987792969,17,NL,Michael Fulmer,13218,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=18323&position=P"">Josh Sborz</a>",TEX,Rangers,2,1,3.84113,0,47,0,1,,49.0,206,41,23,21,5,57,19,1,2,1.23097,10.5652,3.46921,3.04542,0.996286,0.278081,0.0913112,0.18677005171775818,,0.222902,0.292921,0.713786,3.48871,0.539078,0.197851,0.0,750.52001953125,13,AL,Josh Sborz,18323,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=6397&position=P"">Jake Odorizzi</a>",TEX,Rangers,3,4,4.38966,7,34,0,1,,62.0,265,59,33,30,9,53,20,1,3,1.27449,7.72335,2.90622,2.65752,1.28675,0.201507,0.0758252,0.12568212300539017,,0.244289,0.279391,0.696979,4.3449,0.539002,0.193199,2.0,692.6900024414062,13,AL,Jake Odorizzi,6397,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=21741&position=P"">Javier Assad</a>",CHC,Cubs,2,3,4.61959,5,36,1,10,,59.0,255,59,33,30,7,50,22,1,3,1.39441,7.65383,3.42796,2.23277,1.00338,0.195297,0.0874688,0.10782860219478607,,0.258624,0.305051,0.677813,4.1677,0.537834,-0.0510152,1.0,715.52001953125,17,NL,Javier Assad,21741,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=20253&position=P"">Griffin Jax</a>",MIN,Twins,3,2,4.02913,1,56,1,16,,66.0,278,62,32,29,8,61,19,1,3,1.2317,8.41884,2.63754,3.19192,1.03654,0.221424,0.0693701,0.15205390751361847,,0.241636,0.290577,0.698449,3.75911,0.536818,0.214247,0.0,595.6599731445312,8,AL,Griffin Jax,20253,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=20531&position=P"">Kutter Crawford</a>",BOS,Red Sox,3,3,4.75329,6,33,0,1,,60.0,261,60,34,32,9,58,21,1,3,1.3666,8.70329,3.20763,2.71331,1.29836,0.221928,0.0817922,0.14013539999723434,,0.255418,0.304501,0.682369,4.26079,0.532936,-0.0486743,2.0,583.6699829101562,3,AL,Kutter Crawford,20531,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=20203&position=P"">Eli Morgan</a>",CLE,Guardians,2,2,4.10033,1,54,0,10,,63.0,262,57,31,28,9,64,17,1,3,1.18002,9.20253,2.48714,3.70004,1.33606,0.244527,0.0660876,0.1784389242529869,,0.234039,0.280725,0.704867,3.95835,0.532622,0.158639,0.0,730.3400268554688,5,AL,Eli Morgan,20203,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=6984&position=P"">Luis García</a>",SDP,Padres,2,2,3.79482,0,60,1,12,,60.0,254,53,27,25,6,60,23,1,4,1.27958,9.11815,3.44886,2.64381,0.85797,0.237874,0.0899737,0.14790010452270508,,0.235109,0.29623,0.717642,3.66502,0.530699,0.364854,0.0,725.1500244140625,29,NL,Luis García,6984,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19320&position=P"">Joey Lucchesi</a>",NYM,Mets,2,2,3.90447,4,27,0,1,,46.0,193,42,21,20,5,45,15,1,2,1.24468,8.78947,3.01675,2.91356,1.04943,0.231763,0.0795463,0.15221665799617767,,0.236872,0.288703,0.716208,3.79783,0.529396,0.46222,1.0,748.489990234375,25,NL,Joey Lucchesi,19320,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=21846&position=P"">Cole Ragans</a>",TEX,Rangers,3,3,4.16204,6,34,0,6,,56.0,239,51,28,26,7,53,22,1,2,1.30004,8.49478,3.54029,2.39946,1.12955,0.220782,0.0920129,0.12876862287521362,,0.236047,0.281837,0.712545,4.1584,0.528986,0.335898,2.0,999.0,13,AL,Cole Ragans,21846,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19178&position=P"">Tommy Nance</a>",MIA,Marlins,2,2,3.73355,0,49,0,1,,51.0,217,44,23,21,5,56,21,1,3,1.26874,9.88976,3.63552,2.72031,0.81208,0.258453,0.0950083,0.16344431042671204,,0.228371,0.298172,0.717061,3.48245,0.528183,0.304867,0.0,999.0,20,NL,Tommy Nance,19178,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=18403&position=P"">Enyel De Los Santos</a>",CLE,Guardians,2,1,3.83081,0,51,0,12,,54.0,229,46,25,23,6,59,20,2,3,1.23133,9.90248,3.38936,2.92164,1.02819,0.25992,0.0889638,0.17095649242401123,,0.224787,0.286136,0.717958,3.68912,0.521115,0.254572,0.0,749.7999877929688,5,AL,Enyel De Los Santos,18403,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=23191&position=P"">Michael Plassmeyer</a>",PHI,Phillies,3,3,4.26828,5,31,0,1,,60.0,254,59,31,28,8,56,17,1,3,1.26712,8.3757,2.57923,3.24737,1.27479,0.218721,0.0673533,0.1513679474592209,,0.249899,0.294197,0.704658,4.0859,0.520341,0.239506,1.0,999.0,26,NL,Michael Plassmeyer,23191,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=15541&position=P"">Tyler Rogers</a>",SFG,Giants,3,2,3.97941,0,67,1,13,,69.0,295,72,33,30,5,46,20,1,4,1.33928,6.0874,2.60599,2.33593,0.620848,0.157553,0.0674477,0.09010528028011322,,0.266199,0.306672,0.690409,3.70532,0.507114,0.214223,0.0,750.6400146484375,30,NL,Tyler Rogers,15541,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=6398&position=P"">Trevor May</a>",OAK,Athletics,2,2,4.12024,0,61,17,7,,60.0,251,53,30,27,8,65,20,1,3,1.22938,9.7454,3.0698,3.1746,1.1814,0.257112,0.0809902,0.17612145096063614,,0.232092,0.289688,0.702316,3.80578,0.505863,0.0494546,0.0,336.3299865722656,10,AL,Trevor May,6398,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19754&position=P"">Reiver Sanmartin</a>",CIN,Reds,2,2,3.8952,1,47,2,11,,52.0,220,52,24,22,5,46,15,1,2,1.30443,7.96787,2.66537,2.98941,0.800568,0.207803,0.0695131,0.13829005509614944,,0.256862,0.31152,0.707195,3.50317,0.493948,0.303938,0.0,747.7899780273438,18,NL,Reiver Sanmartin,19754,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=sa3014513&position=P"">Kyle Harrison</a>",SFG,Giants,2,2,4.17368,5,6,0,0,,29.0,127,28,15,14,3,31,12,0,2,1.37437,9.56064,3.77859,2.53021,0.955938,0.244114,0.0964797,0.1476346105337143,,0.246009,0.312852,0.71218,3.78337,0.490623,0.251506,1.0,999.0,30,NL,Kyle Harrison,sa3014513,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=11487&position=P"">Joely Rodríguez</a>",BOS,Red Sox,2,1,3.79055,0,46,1,6,,45.0,190,43,20,19,3,43,16,1,2,1.31996,8.69681,3.26961,2.6599,0.683601,0.226163,0.0850271,0.14113614708185196,,0.247543,0.312046,0.710244,3.39117,0.486802,0.300027,0.0,750.4299926757812,3,AL,Joely Rodríguez,11487,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=17169&position=P"">José Castillo</a>",SDP,Padres,1,1,3.17036,0,31,0,1,,31.0,127,24,12,11,2,36,11,1,1,1.15408,10.5408,3.20429,3.28958,0.703316,0.282813,0.0859724,0.1968405917286873,,0.213426,0.289131,0.738778,2.99196,0.485448,0.395353,0.0,999.0,29,NL,José Castillo,17169,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=17611&position=P"">Taylor Clarke</a>",KCR,Royals,2,2,4.26004,0,56,1,15,,63.0,267,61,32,30,8,57,20,1,3,1.27901,8.23005,2.80539,2.93366,1.13844,0.214182,0.0730084,0.14117340743541718,,0.247056,0.29252,0.694644,3.99057,0.485382,-0.000357738,0.0,750.8699951171875,7,AL,Taylor Clarke,17611,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=13345&position=P"">Luis Cessa</a>",CIN,Reds,5,8,5.17625,18,23,0,1,,103.0,452,114,64,59,16,71,35,1,4,1.4555,6.21018,3.10581,1.99953,1.35858,0.156652,0.078344,0.07830756157636642,,0.27645,0.302124,0.671835,4.85913,0.484825,-0.182648,6.0,722.0,18,NL,Luis Cessa,13345,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19618&position=P"">Jordan Hicks</a>",STL,Cardinals,3,2,3.41392,1,50,2,11,,55.0,233,46,22,21,3,52,26,1,4,1.31047,8.60847,4.26132,2.02014,0.515096,0.223584,0.110677,0.11290651559829712,,0.224711,0.287625,0.732667,3.60324,0.48465,0.677101,0.0,660.52001953125,28,NL,Jordan Hicks,19618,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=27463&position=P"">Garrett Crochet</a>",CHW,White Sox,1,1,3.43919,0,36,3,3,,37.0,153,30,15,14,3,39,13,1,2,1.18666,9.49104,3.28943,2.88531,0.799725,0.253146,0.0877362,0.1654101386666298,,0.218696,0.280426,0.726305,3.39142,0.484171,0.399814,0.0,732.0599975585938,4,AL,Garrett Crochet,27463,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=18519&position=P"">Phil Bickford</a>",LAD,Dodgers,2,1,3.83091,0,47,0,4,,47.0,195,39,21,20,6,53,15,1,2,1.17268,10.2042,2.96515,3.44138,1.15181,0.271264,0.0788243,0.19244010001420975,,0.221879,0.281748,0.71692,3.64652,0.483319,0.301639,0.0,999.0,22,NL,Phil Bickford,18519,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19249&position=P"">Seranthony Domínguez</a>",PHI,Phillies,2,2,3.69011,0,64,12,8,,62.0,264,53,28,25,6,67,26,1,4,1.26048,9.72862,3.71413,2.61936,0.929657,0.254809,0.0972791,0.15752951800823212,,0.224866,0.2879,0.730157,3.70936,0.482488,0.366446,0.0,237.16000366210938,26,NL,Seranthony Domínguez,19249,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=22288&position=P"">Mason Englert</a>",DET,Tigers,1,1,3.84013,0,44,0,0,,49.0,205,43,23,21,6,50,15,1,3,1.19425,9.18384,2.84598,3.22696,1.05617,0.243093,0.0753319,0.1677609384059906,,0.229276,0.282591,0.709608,3.7015,0.480919,0.197856,0.0,744.8300170898438,6,AL,Mason Englert,22288,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=6655&position=P"">Craig Kimbrel</a>",PHI,Phillies,2,1,3.77974,0,59,11,8,,57.0,242,45,26,24,7,70,24,1,3,1.21077,11.0219,3.77533,2.91945,1.13791,0.29066,0.0995598,0.19110043346881866,,0.211933,0.279049,0.730808,3.7459,0.476188,0.309676,0.0,266.05999755859375,26,NL,Craig Kimbrel,6655,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19200&position=P"">José Quijada</a>",LAA,Angels,2,1,3.60992,0,53,0,7,,52.0,218,40,22,21,6,64,24,1,3,1.22485,11.1453,4.09871,2.71922,1.05017,0.293514,0.10794,0.18557331711053848,,0.207286,0.276952,0.745283,3.67408,0.475356,0.464258,0.0,746.1199951171875,1,AL,José Quijada,19200,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19871&position=P"">Tucker Davidson</a>",LAA,Angels,4,5,4.63944,10,32,0,1,,77.0,337,77,43,40,9,67,33,1,3,1.44183,7.87819,3.93239,2.00341,1.10662,0.19905,0.0993557,0.09969425201416016,,0.256372,0.301892,0.692174,4.39406,0.474441,0.134069,3.0,699.8400268554688,1,AL,Tucker Davidson,19871,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=20418&position=P"">Josh Fleming</a>",TBR,Rays,2,3,4.0149,6,17,0,1,,46.0,197,48,22,21,5,30,12,1,2,1.29946,5.91634,2.40439,2.46065,0.900645,0.154985,0.0629854,0.09199946373701096,,0.261988,0.292894,0.70333,4.00233,0.467852,0.479417,1.0,701.7999877929688,12,AL,Josh Fleming,20418,,2023-04-16 10:12:10.724957
