START DATE,away,home,SUBJECT,START TIME,datetime
2025-06-13,ATH,KCR,Athletics at Royals,07:10 PM,2025-06-14 00:10:00+00:00
2025-06-14,ATH,KCR,Athletics at Royals,03:10 PM,2025-06-14 20:10:00+00:00
2025-06-15,ATH,KCR,Athletics at Royals,01:10 PM,2025-06-15 18:10:00+00:00
2025-06-17,KCR,TEX,Royals at Rangers,07:05 PM,2025-06-18 00:05:00+00:00
2025-06-18,KCR,TEX,Royals at Rangers,07:05 PM,2025-06-19 00:05:00+00:00
2025-06-19,KCR,TEX,Royals at Rangers,01:35 PM,2025-06-19 18:35:00+00:00
2025-06-20,KCR,SDP,Royals at Padres,08:40 PM,2025-06-21 01:40:00+00:00
2025-06-21,KCR,SDP,Royals at Padres,06:15 PM,2025-06-21 23:15:00+00:00
2025-06-22,KCR,SDP,Royals at Padres,03:10 PM,2025-06-22 20:10:00+00:00
2025-06-27,LAD,KCR,Dodgers at Royals,07:10 PM,2025-06-28 00:10:00+00:00
2025-06-28,LAD,KCR,Dodgers at Royals,03:10 PM,2025-06-28 20:10:00+00:00
2025-06-29,LAD,KCR,Dodgers at Royals,01:10 PM,2025-06-29 18:10:00+00:00
2025-06-30,KCR,SEA,Royals at Mariners,08:40 PM,2025-07-01 01:40:00+00:00
2025-07-01,KCR,SEA,Royals at Mariners,08:40 PM,2025-07-02 01:40:00+00:00
2025-07-02,KCR,SEA,Royals at Mariners,08:40 PM,2025-07-03 01:40:00+00:00
2025-07-03,KCR,SEA,Royals at Mariners,09:10 PM,2025-07-04 02:10:00+00:00
2025-07-04,KCR,ARI,Royals at D-backs,08:40 PM,2025-07-05 01:40:00+00:00
2025-07-05,KCR,ARI,Royals at D-backs,03:10 PM,2025-07-05 20:10:00+00:00
2025-07-06,KCR,ARI,Royals at D-backs,03:10 PM,2025-07-06 20:10:00+00:00
2025-07-07,PIT,KCR,Pirates at Royals,06:40 PM,2025-07-07 23:40:00+00:00
2025-07-08,PIT,KCR,Pirates at Royals,06:40 PM,2025-07-08 23:40:00+00:00
2025-07-09,PIT,KCR,Pirates at Royals,06:40 PM,2025-07-09 23:40:00+00:00
2025-07-11,NYM,KCR,Mets at Royals,07:10 PM,2025-07-12 00:10:00+00:00
2025-07-12,NYM,KCR,Mets at Royals,03:10 PM,2025-07-12 20:10:00+00:00
2025-07-13,NYM,KCR,Mets at Royals,01:10 PM,2025-07-13 18:10:00+00:00
2025-07-18,KCR,MIA,Royals at Marlins,06:10 PM,2025-07-18 23:10:00+00:00
2025-07-19,KCR,MIA,Royals at Marlins,03:10 PM,2025-07-19 20:10:00+00:00
2025-07-20,KCR,MIA,Royals at Marlins,12:40 PM,2025-07-20 17:40:00+00:00
2025-07-21,KCR,CHC,Royals at Cubs,07:05 PM,2025-07-22 00:05:00+00:00
2025-07-22,KCR,CHC,Royals at Cubs,07:05 PM,2025-07-23 00:05:00+00:00
2025-07-23,KCR,CHC,Royals at Cubs,01:20 PM,2025-07-23 18:20:00+00:00
2025-07-28,ATL,KCR,Braves at Royals,06:40 PM,2025-07-28 23:40:00+00:00
2025-07-29,ATL,KCR,Braves at Royals,06:40 PM,2025-07-29 23:40:00+00:00
2025-07-30,ATL,KCR,Braves at Royals,01:10 PM,2025-07-30 18:10:00+00:00
2025-08-08,KCR,MIN,Royals at Twins,07:10 PM,2025-08-09 00:10:00+00:00
2025-08-09,KCR,MIN,Royals at Twins,06:10 PM,2025-08-09 23:10:00+00:00
2025-08-10,KCR,MIN,Royals at Twins,01:10 PM,2025-08-10 18:10:00+00:00
2025-08-11,WSN,KCR,Nationals at Royals,06:40 PM,2025-08-11 23:40:00+00:00
2025-08-12,WSN,KCR,Nationals at Royals,06:40 PM,2025-08-12 23:40:00+00:00
2025-08-13,WSN,KCR,Nationals at Royals,01:10 PM,2025-08-13 18:10:00+00:00
2025-08-15,CHW,KCR,White Sox at Royals,07:10 PM,2025-08-16 00:10:00+00:00
2025-08-16,CHW,KCR,White Sox at Royals,06:10 PM,2025-08-16 23:10:00+00:00
2025-08-17,CHW,KCR,White Sox at Royals,01:10 PM,2025-08-17 18:10:00+00:00
2025-08-18,TEX,KCR,Rangers at Royals,06:40 PM,2025-08-18 23:40:00+00:00
2025-08-19,TEX,KCR,Rangers at Royals,06:40 PM,2025-08-19 23:40:00+00:00
2025-08-20,TEX,KCR,Rangers at Royals,06:40 PM,2025-08-20 23:40:00+00:00
2025-08-21,TEX,KCR,Rangers at Royals,01:10 PM,2025-08-21 18:10:00+00:00
2025-08-22,KCR,DET,Royals at Tigers,06:10 PM,2025-08-22 23:10:00+00:00
2025-08-23,KCR,DET,Royals at Tigers,05:10 PM,2025-08-23 22:10:00+00:00
2025-08-24,KCR,DET,Royals at Tigers,12:40 PM,2025-08-24 17:40:00+00:00
2025-08-25,KCR,CHW,Royals at White Sox,12:00 AM,2025-08-25 05:00:00+00:00
2025-08-26,KCR,CHW,Royals at White Sox,12:00 AM,2025-08-26 05:00:00+00:00
2025-08-27,KCR,CHW,Royals at White Sox,12:00 AM,2025-08-27 05:00:00+00:00
2025-08-29,DET,KCR,Tigers at Royals,07:10 PM,2025-08-30 00:10:00+00:00
2025-08-30,DET,KCR,Tigers at Royals,06:15 PM,2025-08-30 23:15:00+00:00
2025-08-31,DET,KCR,Tigers at Royals,01:10 PM,2025-08-31 18:10:00+00:00
2025-09-02,LAA,KCR,Angels at Royals,06:40 PM,2025-09-02 23:40:00+00:00
2025-09-03,LAA,KCR,Angels at Royals,06:40 PM,2025-09-03 23:40:00+00:00
2025-09-04,LAA,KCR,Angels at Royals,06:40 PM,2025-09-04 23:40:00+00:00
2025-09-05,MIN,KCR,Twins at Royals,06:40 PM,2025-09-05 23:40:00+00:00
2025-09-06,MIN,KCR,Twins at Royals,06:15 PM,2025-09-06 23:15:00+00:00
2025-09-07,MIN,KCR,Twins at Royals,01:10 PM,2025-09-07 18:10:00+00:00
2025-09-12,KCR,PHI,Royals at Phillies,05:45 PM,2025-09-12 22:45:00+00:00
2025-09-13,KCR,PHI,Royals at Phillies,05:05 PM,2025-09-13 22:05:00+00:00
2025-09-14,KCR,PHI,Royals at Phillies,12:35 PM,2025-09-14 17:35:00+00:00
2025-09-16,SEA,KCR,Mariners at Royals,06:40 PM,2025-09-16 23:40:00+00:00
2025-09-17,SEA,KCR,Mariners at Royals,06:40 PM,2025-09-17 23:40:00+00:00
2025-09-18,SEA,KCR,Mariners at Royals,01:10 PM,2025-09-18 18:10:00+00:00
2025-09-23,KCR,LAA,Royals at Angels,08:38 PM,2025-09-24 01:38:00+00:00
2025-09-24,KCR,LAA,Royals at Angels,08:38 PM,2025-09-25 01:38:00+00:00
2025-09-25,KCR,LAA,Royals at Angels,08:38 PM,2025-09-26 01:38:00+00:00
2025-09-26,KCR,ATH,Royals at Athletics,09:05 PM,2025-09-27 02:05:00+00:00
2025-09-27,KCR,ATH,Royals at Athletics,09:05 PM,2025-09-28 02:05:00+00:00
2025-09-28,KCR,ATH,Royals at Athletics,02:05 PM,2025-09-28 19:05:00+00:00
2025-03-27,DET,LAD,Tigers at Dodgers,07:10 PM,2025-03-27 23:10:00+00:00
2025-03-28,DET,LAD,Tigers at Dodgers,10:10 PM,2025-03-29 02:10:00+00:00
2025-03-29,DET,LAD,Tigers at Dodgers,09:10 PM,2025-03-30 01:10:00+00:00
2025-03-31,DET,SEA,Tigers at Mariners,09:40 PM,2025-04-01 01:40:00+00:00
2025-04-01,DET,SEA,Tigers at Mariners,09:40 PM,2025-04-02 01:40:00+00:00
2025-04-02,DET,SEA,Tigers at Mariners,04:10 PM,2025-04-02 20:10:00+00:00
2025-04-04,CHW,DET,White Sox at Tigers,01:10 PM,2025-04-04 17:10:00+00:00
2025-04-05,CHW,DET,White Sox at Tigers,01:10 PM,2025-04-05 17:10:00+00:00
2025-04-06,CHW,DET,White Sox at Tigers,01:40 PM,2025-04-06 17:40:00+00:00
2025-04-11,DET,MIN,Tigers at Twins,08:10 PM,2025-04-12 00:10:00+00:00
2025-04-12,DET,MIN,Tigers at Twins,02:10 PM,2025-04-12 18:10:00+00:00
2025-04-13,DET,MIN,Tigers at Twins,02:10 PM,2025-04-13 18:10:00+00:00
2025-04-14,DET,MIL,Tigers at Brewers,07:40 PM,2025-04-14 23:40:00+00:00
2025-04-15,DET,MIL,Tigers at Brewers,07:40 PM,2025-04-15 23:40:00+00:00
2025-04-16,DET,MIL,Tigers at Brewers,01:10 PM,2025-04-16 17:10:00+00:00
2025-04-21,SDP,DET,Padres at Tigers,06:40 PM,2025-04-21 22:40:00+00:00
2025-04-22,SDP,DET,Padres at Tigers,06:40 PM,2025-04-22 22:40:00+00:00
2025-04-23,SDP,DET,Padres at Tigers,01:10 PM,2025-04-23 17:10:00+00:00
2025-04-28,DET,HOU,Tigers at Astros,12:00 AM,2025-04-28 04:00:00+00:00
2025-04-29,DET,HOU,Tigers at Astros,12:00 AM,2025-04-29 04:00:00+00:00
2025-04-30,DET,HOU,Tigers at Astros,12:00 AM,2025-04-30 04:00:00+00:00
2025-05-01,DET,LAA,Tigers at Angels,09:38 PM,2025-05-02 01:38:00+00:00
2025-05-02,DET,LAA,Tigers at Angels,09:38 PM,2025-05-03 01:38:00+00:00
2025-05-03,DET,LAA,Tigers at Angels,09:38 PM,2025-05-04 01:38:00+00:00
2025-05-04,DET,LAA,Tigers at Angels,04:07 PM,2025-05-04 20:07:00+00:00
2025-05-06,DET,COL,Tigers at Rockies,08:40 PM,2025-05-07 00:40:00+00:00
2025-05-07,DET,COL,Tigers at Rockies,08:40 PM,2025-05-08 00:40:00+00:00
2025-05-08,DET,COL,Tigers at Rockies,03:10 PM,2025-05-08 19:10:00+00:00
2025-05-09,TEX,DET,Rangers at Tigers,06:40 PM,2025-05-09 22:40:00+00:00
2025-05-10,TEX,DET,Rangers at Tigers,06:10 PM,2025-05-10 22:10:00+00:00
2025-05-11,TEX,DET,Rangers at Tigers,01:40 PM,2025-05-11 17:40:00+00:00
2025-05-19,DET,STL,Tigers at Cardinals,07:45 PM,2025-05-19 23:45:00+00:00
2025-05-20,DET,STL,Tigers at Cardinals,07:45 PM,2025-05-20 23:45:00+00:00
2025-05-21,DET,STL,Tigers at Cardinals,01:15 PM,2025-05-21 17:15:00+00:00
2025-05-26,SFG,DET,Giants at Tigers,01:10 PM,2025-05-26 17:10:00+00:00
2025-05-27,SFG,DET,Giants at Tigers,06:40 PM,2025-05-27 22:40:00+00:00
2025-05-28,SFG,DET,Giants at Tigers,01:10 PM,2025-05-28 17:10:00+00:00
2025-06-02,DET,CHW,Tigers at White Sox,12:00 AM,2025-06-02 04:00:00+00:00
2025-06-03,DET,CHW,Tigers at White Sox,12:00 AM,2025-06-03 04:00:00+00:00
2025-06-04,DET,CHW,Tigers at White Sox,12:00 AM,2025-06-04 04:00:00+00:00
2025-06-05,DET,CHW,Tigers at White Sox,12:00 AM,2025-06-05 04:00:00+00:00
2025-06-06,CHC,DET,Cubs at Tigers,07:10 PM,2025-06-06 23:10:00+00:00
2025-06-07,CHC,DET,Cubs at Tigers,01:10 PM,2025-06-07 17:10:00+00:00
2025-06-08,CHC,DET,Cubs at Tigers,01:40 PM,2025-06-08 17:40:00+00:00
2025-06-13,CIN,DET,Reds at Tigers,07:10 PM,2025-06-13 23:10:00+00:00
2025-06-14,CIN,DET,Reds at Tigers,01:10 PM,2025-06-14 17:10:00+00:00
2025-06-15,CIN,DET,Reds at Tigers,01:40 PM,2025-06-15 17:40:00+00:00
2025-06-17,PIT,DET,Pirates at Tigers,06:40 PM,2025-06-17 22:40:00+00:00
2025-06-18,PIT,DET,Pirates at Tigers,06:40 PM,2025-06-18 22:40:00+00:00
2025-06-19,PIT,DET,Pirates at Tigers,01:10 PM,2025-06-19 17:10:00+00:00
2025-06-24,ATH,DET,Athletics at Tigers,06:40 PM,2025-06-24 22:40:00+00:00
2025-06-25,ATH,DET,Athletics at Tigers,06:40 PM,2025-06-25 22:40:00+00:00
2025-06-26,ATH,DET,Athletics at Tigers,01:10 PM,2025-06-26 17:10:00+00:00
2025-06-27,MIN,DET,Twins at Tigers,07:10 PM,2025-06-27 23:10:00+00:00
2025-06-28,MIN,DET,Twins at Tigers,01:10 PM,2025-06-28 17:10:00+00:00
2025-06-29,MIN,DET,Twins at Tigers,01:40 PM,2025-06-29 17:40:00+00:00
2025-07-01,DET,WSN,Tigers at Nationals,06:45 PM,2025-07-01 22:45:00+00:00
2025-07-02,DET,WSN,Tigers at Nationals,06:45 PM,2025-07-02 22:45:00+00:00
2025-07-03,DET,WSN,Tigers at Nationals,06:45 PM,2025-07-03 22:45:00+00:00
2025-07-11,SEA,DET,Mariners at Tigers,07:10 PM,2025-07-11 23:10:00+00:00
2025-07-12,SEA,DET,Mariners at Tigers,01:10 PM,2025-07-12 17:10:00+00:00
2025-07-13,SEA,DET,Mariners at Tigers,01:40 PM,2025-07-13 17:40:00+00:00
2025-07-18,DET,TEX,Tigers at Rangers,08:05 PM,2025-07-19 00:05:00+00:00
2025-07-19,DET,TEX,Tigers at Rangers,07:05 PM,2025-07-19 23:05:00+00:00
2025-07-20,DET,TEX,Tigers at Rangers,02:35 PM,2025-07-20 18:35:00+00:00
2025-07-21,DET,PIT,Tigers at Pirates,06:40 PM,2025-07-21 22:40:00+00:00
2025-07-22,DET,PIT,Tigers at Pirates,06:40 PM,2025-07-22 22:40:00+00:00
2025-07-23,DET,PIT,Tigers at Pirates,12:35 PM,2025-07-23 16:35:00+00:00
2025-07-28,ARI,DET,D-backs at Tigers,06:40 PM,2025-07-28 22:40:00+00:00
2025-07-29,ARI,DET,D-backs at Tigers,06:40 PM,2025-07-29 22:40:00+00:00
2025-07-30,ARI,DET,D-backs at Tigers,01:10 PM,2025-07-30 17:10:00+00:00
2025-08-01,DET,PHI,Tigers at Phillies,06:45 PM,2025-08-01 22:45:00+00:00
2025-08-02,DET,PHI,Tigers at Phillies,04:05 PM,2025-08-02 20:05:00+00:00
2025-08-03,DET,PHI,Tigers at Phillies,01:35 PM,2025-08-03 17:35:00+00:00
2025-08-04,MIN,DET,Twins at Tigers,06:40 PM,2025-08-04 22:40:00+00:00
2025-08-05,MIN,DET,Twins at Tigers,06:40 PM,2025-08-05 22:40:00+00:00
2025-08-06,MIN,DET,Twins at Tigers,01:10 PM,2025-08-06 17:10:00+00:00
2025-08-08,LAA,DET,Angels at Tigers,07:10 PM,2025-08-08 23:10:00+00:00
2025-08-09,LAA,DET,Angels at Tigers,06:10 PM,2025-08-09 22:10:00+00:00
2025-08-10,LAA,DET,Angels at Tigers,01:40 PM,2025-08-10 17:40:00+00:00
2025-08-11,DET,CHW,Tigers at White Sox,12:00 AM,2025-08-11 04:00:00+00:00
2025-08-12,DET,CHW,Tigers at White Sox,12:00 AM,2025-08-12 04:00:00+00:00
2025-08-13,DET,CHW,Tigers at White Sox,12:00 AM,2025-08-13 04:00:00+00:00
2025-08-14,DET,MIN,Tigers at Twins,07:40 PM,2025-08-14 23:40:00+00:00
2025-08-15,DET,MIN,Tigers at Twins,08:10 PM,2025-08-16 00:10:00+00:00
2025-08-16,DET,MIN,Tigers at Twins,07:15 PM,2025-08-16 23:15:00+00:00
2025-08-17,DET,MIN,Tigers at Twins,02:10 PM,2025-08-17 18:10:00+00:00
2025-08-18,HOU,DET,Astros at Tigers,06:40 PM,2025-08-18 22:40:00+00:00
2025-08-19,HOU,DET,Astros at Tigers,06:40 PM,2025-08-19 22:40:00+00:00
2025-08-20,HOU,DET,Astros at Tigers,01:10 PM,2025-08-20 17:10:00+00:00
2025-08-25,DET,ATH,Tigers at Athletics,10:05 PM,2025-08-26 02:05:00+00:00
2025-08-26,DET,ATH,Tigers at Athletics,10:05 PM,2025-08-27 02:05:00+00:00
2025-08-27,DET,ATH,Tigers at Athletics,10:05 PM,2025-08-28 02:05:00+00:00
2025-09-01,NYM,DET,Mets at Tigers,01:10 PM,2025-09-01 17:10:00+00:00
2025-09-02,NYM,DET,Mets at Tigers,06:40 PM,2025-09-02 22:40:00+00:00
2025-09-03,NYM,DET,Mets at Tigers,01:10 PM,2025-09-03 17:10:00+00:00
2025-09-05,CHW,DET,White Sox at Tigers,06:40 PM,2025-09-05 22:40:00+00:00
2025-09-06,CHW,DET,White Sox at Tigers,06:10 PM,2025-09-06 22:10:00+00:00
2025-09-07,CHW,DET,White Sox at Tigers,01:40 PM,2025-09-07 17:40:00+00:00
2025-09-12,DET,MIA,Tigers at Marlins,07:10 PM,2025-09-12 23:10:00+00:00
2025-09-13,DET,MIA,Tigers at Marlins,04:10 PM,2025-09-13 20:10:00+00:00
2025-09-14,DET,MIA,Tigers at Marlins,01:40 PM,2025-09-14 17:40:00+00:00
2025-09-19,ATL,DET,Braves at Tigers,06:40 PM,2025-09-19 22:40:00+00:00
2025-09-20,ATL,DET,Braves at Tigers,01:10 PM,2025-09-20 17:10:00+00:00
2025-09-21,ATL,DET,Braves at Tigers,01:40 PM,2025-09-21 17:40:00+00:00
2025-03-27,MIN,STL,Twins at Cardinals,03:15 PM,2025-03-27 20:15:00+00:00
2025-03-29,MIN,STL,Twins at Cardinals,01:15 PM,2025-03-29 18:15:00+00:00
2025-03-30,MIN,STL,Twins at Cardinals,01:15 PM,2025-03-30 18:15:00+00:00
2025-03-31,MIN,CHW,Twins at White Sox,12:00 AM,2025-03-31 05:00:00+00:00
2025-04-01,MIN,CHW,Twins at White Sox,12:00 AM,2025-04-01 05:00:00+00:00
2025-04-02,MIN,CHW,Twins at White Sox,12:00 AM,2025-04-02 05:00:00+00:00
2025-04-03,HOU,MIN,Astros at Twins,03:10 PM,2025-04-03 20:10:00+00:00
2025-04-05,HOU,MIN,Astros at Twins,01:10 PM,2025-04-05 18:10:00+00:00
2025-04-06,HOU,MIN,Astros at Twins,01:10 PM,2025-04-06 18:10:00+00:00
2025-04-14,NYM,MIN,Mets at Twins,06:40 PM,2025-04-14 23:40:00+00:00
2025-04-15,NYM,MIN,Mets at Twins,06:40 PM,2025-04-15 23:40:00+00:00
2025-04-16,NYM,MIN,Mets at Twins,12:10 PM,2025-04-16 17:10:00+00:00
2025-04-18,MIN,ATL,Twins at Braves,06:15 PM,2025-04-18 23:15:00+00:00
2025-04-19,MIN,ATL,Twins at Braves,06:15 PM,2025-04-19 23:15:00+00:00
2025-04-20,MIN,ATL,Twins at Braves,12:35 PM,2025-04-20 17:35:00+00:00
2025-04-22,CHW,MIN,White Sox at Twins,06:40 PM,2025-04-22 23:40:00+00:00
2025-04-23,CHW,MIN,White Sox at Twins,06:40 PM,2025-04-23 23:40:00+00:00
2025-04-24,CHW,MIN,White Sox at Twins,12:10 PM,2025-04-24 17:10:00+00:00
2025-04-25,LAA,MIN,Angels at Twins,07:10 PM,2025-04-26 00:10:00+00:00
2025-04-26,LAA,MIN,Angels at Twins,01:10 PM,2025-04-26 18:10:00+00:00
2025-04-27,LAA,MIN,Angels at Twins,01:10 PM,2025-04-27 18:10:00+00:00
2025-05-09,SFG,MIN,Giants at Twins,07:10 PM,2025-05-10 00:10:00+00:00
2025-05-10,SFG,MIN,Giants at Twins,06:15 PM,2025-05-10 23:15:00+00:00
2025-05-11,SFG,MIN,Giants at Twins,01:10 PM,2025-05-11 18:10:00+00:00
2025-05-16,MIN,MIL,Twins at Brewers,07:10 PM,2025-05-17 00:10:00+00:00
2025-05-17,MIN,MIL,Twins at Brewers,06:15 PM,2025-05-17 23:15:00+00:00
2025-05-18,MIN,MIL,Twins at Brewers,01:10 PM,2025-05-18 18:10:00+00:00
2025-05-30,MIN,SEA,Twins at Mariners,09:10 PM,2025-05-31 02:10:00+00:00
2025-05-31,MIN,SEA,Twins at Mariners,06:15 PM,2025-05-31 23:15:00+00:00
2025-06-01,MIN,SEA,Twins at Mariners,03:10 PM,2025-06-01 20:10:00+00:00
2025-06-02,MIN,ATH,Twins at Athletics,09:05 PM,2025-06-03 02:05:00+00:00
2025-06-03,MIN,ATH,Twins at Athletics,09:05 PM,2025-06-04 02:05:00+00:00
2025-06-04,MIN,ATH,Twins at Athletics,09:05 PM,2025-06-05 02:05:00+00:00
2025-06-05,MIN,ATH,Twins at Athletics,02:35 PM,2025-06-05 19:35:00+00:00
2025-06-10,TEX,MIN,Rangers at Twins,06:40 PM,2025-06-10 23:40:00+00:00
2025-06-11,TEX,MIN,Rangers at Twins,06:40 PM,2025-06-11 23:40:00+00:00
2025-06-12,TEX,MIN,Rangers at Twins,12:10 PM,2025-06-12 17:10:00+00:00
2025-06-13,MIN,HOU,Twins at Astros,12:00 AM,2025-06-13 05:00:00+00:00
2025-06-14,MIN,HOU,Twins at Astros,12:00 AM,2025-06-14 05:00:00+00:00
2025-06-15,MIN,HOU,Twins at Astros,12:00 AM,2025-06-15 05:00:00+00:00
2025-06-17,MIN,CIN,Twins at Reds,06:10 PM,2025-06-17 23:10:00+00:00
2025-06-18,MIN,CIN,Twins at Reds,06:10 PM,2025-06-18 23:10:00+00:00
2025-06-19,MIN,CIN,Twins at Reds,11:40 AM,2025-06-19 16:40:00+00:00
2025-06-20,MIL,MIN,Brewers at Twins,07:10 PM,2025-06-21 00:10:00+00:00
2025-06-21,MIL,MIN,Brewers at Twins,01:10 PM,2025-06-21 18:10:00+00:00
2025-06-22,MIL,MIN,Brewers at Twins,01:10 PM,2025-06-22 18:10:00+00:00
2025-06-23,SEA,MIN,Mariners at Twins,06:40 PM,2025-06-23 23:40:00+00:00
2025-06-24,SEA,MIN,Mariners at Twins,06:40 PM,2025-06-24 23:40:00+00:00
2025-06-25,SEA,MIN,Mariners at Twins,06:40 PM,2025-06-25 23:40:00+00:00
2025-06-26,SEA,MIN,Mariners at Twins,12:10 PM,2025-06-26 17:10:00+00:00
2025-07-01,MIN,MIA,Twins at Marlins,05:40 PM,2025-07-01 22:40:00+00:00
2025-07-02,MIN,MIA,Twins at Marlins,05:40 PM,2025-07-02 22:40:00+00:00
2025-07-03,MIN,MIA,Twins at Marlins,11:10 AM,2025-07-03 16:10:00+00:00
2025-07-08,CHC,MIN,Cubs at Twins,06:40 PM,2025-07-08 23:40:00+00:00
2025-07-09,CHC,MIN,Cubs at Twins,06:40 PM,2025-07-09 23:40:00+00:00
2025-07-10,CHC,MIN,Cubs at Twins,12:10 PM,2025-07-10 17:10:00+00:00
2025-07-11,PIT,MIN,Pirates at Twins,07:10 PM,2025-07-12 00:10:00+00:00
2025-07-12,PIT,MIN,Pirates at Twins,01:10 PM,2025-07-12 18:10:00+00:00
2025-07-13,PIT,MIN,Pirates at Twins,01:10 PM,2025-07-13 18:10:00+00:00
2025-07-18,MIN,COL,Twins at Rockies,07:40 PM,2025-07-19 00:40:00+00:00
2025-07-19,MIN,COL,Twins at Rockies,07:10 PM,2025-07-20 00:10:00+00:00
2025-07-20,MIN,COL,Twins at Rockies,02:10 PM,2025-07-20 19:10:00+00:00
2025-07-21,MIN,LAD,Twins at Dodgers,09:10 PM,2025-07-22 02:10:00+00:00
2025-07-22,MIN,LAD,Twins at Dodgers,09:10 PM,2025-07-23 02:10:00+00:00
2025-07-23,MIN,LAD,Twins at Dodgers,03:10 PM,2025-07-23 20:10:00+00:00
2025-07-25,WSN,MIN,Nationals at Twins,07:10 PM,2025-07-26 00:10:00+00:00
2025-07-26,WSN,MIN,Nationals at Twins,06:10 PM,2025-07-26 23:10:00+00:00
2025-07-27,WSN,MIN,Nationals at Twins,01:10 PM,2025-07-27 18:10:00+00:00
2025-08-19,ATH,MIN,Athletics at Twins,06:40 PM,2025-08-19 23:40:00+00:00
2025-08-20,ATH,MIN,Athletics at Twins,06:40 PM,2025-08-20 23:40:00+00:00
2025-08-21,ATH,MIN,Athletics at Twins,12:10 PM,2025-08-21 17:10:00+00:00
2025-08-22,MIN,CHW,Twins at White Sox,12:00 AM,2025-08-22 05:00:00+00:00
2025-08-23,MIN,CHW,Twins at White Sox,12:00 AM,2025-08-23 05:00:00+00:00
2025-08-24,MIN,CHW,Twins at White Sox,12:00 AM,2025-08-24 05:00:00+00:00
2025-08-29,SDP,MIN,Padres at Twins,07:10 PM,2025-08-30 00:10:00+00:00
2025-08-30,SDP,MIN,Padres at Twins,06:10 PM,2025-08-30 23:10:00+00:00
2025-08-31,SDP,MIN,Padres at Twins,01:10 PM,2025-08-31 18:10:00+00:00
2025-09-01,CHW,MIN,White Sox at Twins,01:10 PM,2025-09-01 18:10:00+00:00
2025-09-02,CHW,MIN,White Sox at Twins,06:40 PM,2025-09-02 23:40:00+00:00
2025-09-03,CHW,MIN,White Sox at Twins,06:40 PM,2025-09-03 23:40:00+00:00
2025-09-04,CHW,MIN,White Sox at Twins,06:40 PM,2025-09-04 23:40:00+00:00
2025-09-08,MIN,LAA,Twins at Angels,08:38 PM,2025-09-09 01:38:00+00:00
2025-09-09,MIN,LAA,Twins at Angels,08:38 PM,2025-09-10 01:38:00+00:00
2025-09-10,MIN,LAA,Twins at Angels,08:29 PM,2025-09-11 01:29:00+00:00
2025-09-12,ARI,MIN,D-backs at Twins,07:10 PM,2025-09-13 00:10:00+00:00
2025-09-13,ARI,MIN,D-backs at Twins,06:10 PM,2025-09-13 23:10:00+00:00
2025-09-14,ARI,MIN,D-backs at Twins,01:10 PM,2025-09-14 18:10:00+00:00
2025-09-23,MIN,TEX,Twins at Rangers,07:05 PM,2025-09-24 00:05:00+00:00
2025-09-24,MIN,TEX,Twins at Rangers,07:05 PM,2025-09-25 00:05:00+00:00
2025-09-25,MIN,TEX,Twins at Rangers,01:35 PM,2025-09-25 18:35:00+00:00
2025-09-26,MIN,PHI,Twins at Phillies,05:45 PM,2025-09-26 22:45:00+00:00
2025-09-27,MIN,PHI,Twins at Phillies,05:05 PM,2025-09-27 22:05:00+00:00
2025-09-28,MIN,PHI,Twins at Phillies,02:05 PM,2025-09-28 19:05:00+00:00
2025-03-27,LAA,CHW,Angels at White Sox,12:00 AM,2025-03-27 05:00:00+00:00
2025-03-29,LAA,CHW,Angels at White Sox,12:00 AM,2025-03-29 05:00:00+00:00
2025-03-30,LAA,CHW,Angels at White Sox,12:00 AM,2025-03-30 05:00:00+00:00
2025-04-15,ATH,CHW,Athletics at White Sox,12:00 AM,2025-04-15 05:00:00+00:00
2025-04-16,ATH,CHW,Athletics at White Sox,12:00 AM,2025-04-16 05:00:00+00:00
2025-04-17,ATH,CHW,Athletics at White Sox,12:00 AM,2025-04-17 05:00:00+00:00
2025-04-25,CHW,ATH,White Sox at Athletics,09:05 PM,2025-04-26 02:05:00+00:00
2025-04-26,CHW,ATH,White Sox at Athletics,03:05 PM,2025-04-26 20:05:00+00:00
2025-04-27,CHW,ATH,White Sox at Athletics,03:05 PM,2025-04-27 20:05:00+00:00
2025-04-29,MIL,CHW,Brewers at White Sox,12:00 AM,2025-04-29 05:00:00+00:00
2025-04-30,MIL,CHW,Brewers at White Sox,12:00 AM,2025-04-30 05:00:00+00:00
2025-05-01,MIL,CHW,Brewers at White Sox,12:00 AM,2025-05-01 05:00:00+00:00
2025-05-02,HOU,CHW,Astros at White Sox,12:00 AM,2025-05-02 05:00:00+00:00
2025-05-03,HOU,CHW,Astros at White Sox,12:00 AM,2025-05-03 05:00:00+00:00
2025-05-04,HOU,CHW,Astros at White Sox,12:00 AM,2025-05-04 05:00:00+00:00
2025-05-09,MIA,CHW,Marlins at White Sox,12:00 AM,2025-05-09 05:00:00+00:00
2025-05-10,MIA,CHW,Marlins at White Sox,12:00 AM,2025-05-10 05:00:00+00:00
2025-05-11,MIA,CHW,Marlins at White Sox,12:00 AM,2025-05-11 05:00:00+00:00
2025-05-13,CHW,CIN,White Sox at Reds,05:40 PM,2025-05-13 22:40:00+00:00
2025-05-14,CHW,CIN,White Sox at Reds,06:14 PM,2025-05-14 23:14:00+00:00
