"Name","Team","GS","G","IP","W","L","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Joe Kelly","","0","59","59.0","3","2","0","0","51","23","5","65","26","1.31","9.92","4.00","3.52","3.59","","0.2","0.2","","600.1","9761"
"Angel Zerpa","KCR","3","9","22.0","1","1","0","1","22","11","3","18","8","1.39","7.50","3.32","4.44","4.38","","0.2","0.3","","999.0","22717"
"Dinelson Lamet","SDP","0","52","52.0","3","2","8","5","43","21","7","65","20","1.21","11.28","3.52","3.60","3.65","","0.2","0.1","","388.6","17186"
"Ryan Feltner","COL","8","22","56.0","3","4","0","1","65","36","10","43","25","1.60","6.93","4.03","5.82","5.48","","0.2","0.1","","999.0","21446"
"Emilio Pagán","SDP","0","62","62.0","3","3","3","12","55","30","12","70","21","1.23","10.12","3.03","4.38","4.50","","0.2","0.0","","540.0","14771"
"Hirokazu Sawamura","BOS","0","56","56.0","3","2","0","11","50","26","7","63","29","1.41","10.16","4.69","4.16","4.20","","0.2","0.3","","589.6","27515"
"Robert Stephenson","COL","0","63","63.0","3","3","2","14","60","33","11","71","27","1.38","10.14","3.84","4.77","4.51","","0.2","0.3","","582.8","13594"
"Andre Jackson","LAD","6","16","43.0","2","2","0","1","44","24","7","38","20","1.46","7.89","4.07","5.05","5.14","","0.2","0.0","","598.9","21298"
"Alec Bettinger","MIL","3","15","30.0","2","2","0","1","31","16","5","25","9","1.36","7.49","2.75","4.85","4.85","","0.2","0.1","","999.0","20312"
"Collin McHugh","","0","63","63.0","4","3","0","0","55","26","9","70","20","1.18","10.04","2.81","3.75","3.78","","0.2","0.2","","528.0","7531"
"Peter Lambert","COL","16","22","87.0","3","5","0","1","105","57","17","62","32","1.58","6.42","3.30","5.97","5.50","","0.2","0.2","","600.8","17969"
"Luis García","SDP","0","60","60.0","3","3","1","14","54","28","8","63","26","1.34","9.51","3.97","4.25","4.27","","0.2","0.0","","555.0","6984"
"Jay Jackson","ATL","0","56","56.0","3","3","0","10","47","25","8","69","25","1.28","11.12","3.94","4.04","4.01","","0.2","0.2","","999.0","7432"
"Alex Faedo","DET","5","15","35.0","2","2","0","1","37","19","7","32","10","1.33","8.03","2.66","4.81","4.89","","0.2","0.2","","999.0","sa829855"
"Tony Santillan","CIN","3","51","65.0","3","3","0","6","59","34","11","74","32","1.41","10.23","4.45","4.74","4.75","","0.2","0.2","","600.7","19926"
"Jaime Barría","LAA","13","13","67.0","3","4","0","0","76","40","14","49","20","1.43","6.52","2.64","5.43","5.45","","0.2","0.1","","999.0","18356"
"Gregory Santos","SFG","2","20","27.0","2","2","0","1","25","13","3","28","11","1.34","9.11","3.75","4.22","4.12","","0.2","0.1","","999.0","21894"
"Cody Stashak","MIN","0","45","45.0","2","2","0","4","42","22","7","50","15","1.27","10.08","3.03","4.31","4.14","","0.2","0.1","","599.9","18088"
"Jordan Hicks","STL","0","57","57.0","2","2","3","11","47","24","6","63","32","1.39","9.92","5.01","3.87","4.05","","0.2","0.2","","503.8","19618"
"Darwinzon Hernandez","BOS","0","52","52.0","3","2","0","9","40","23","6","70","33","1.41","12.15","5.71","3.97","4.03","","0.2","0.4","","999.0","19848"
"Paul Blackburn","OAK","3","31","45.0","2","3","0","1","49","23","6","33","13","1.36","6.47","2.49","4.50","4.49","","0.2","0.2","","999.0","14739"
"Brent Suter","MIL","0","70","70.0","5","5","1","16","70","33","10","61","21","1.30","7.83","2.70","4.19","4.36","","0.2","0.4","","590.6","13942"
"Seranthony Domínguez","PHI","0","52","52.0","3","3","5","8","47","24","6","52","23","1.36","9.00","4.03","4.09","4.18","","0.2","0.2","","600.1","19249"
"Joe Mantiply","ARI","0","58","58.0","3","3","0","12","57","27","7","55","21","1.35","8.61","3.33","4.15","4.10","","0.2","0.2","","999.0","14857"
"Zach Logue","TOR","5","5","26.0","2","2","0","0","27","14","5","22","8","1.35","7.65","2.81","4.88","4.94","","0.1","0.2","","999.0","sa915822"
"Phil Bickford","LAD","0","56","56.0","4","3","0","13","49","26","8","62","22","1.27","9.95","3.49","4.12","4.25","","0.1","0.1","","599.9","18519"
"Steven Okert","MIA","0","56","56.0","3","3","0","10","50","26","9","61","21","1.26","9.80","3.34","4.13","4.28","","0.1","0.0","","999.0","13580"
"Caleb Ferguson","LAD","0","50","50.0","3","2","0","7","40","20","7","66","21","1.23","11.84","3.79","3.60","3.72","","0.1","0.1","","999.0","19349"
"Eli Morgan","CLE","6","42","69.0","3","4","0","1","71","38","14","63","21","1.34","8.23","2.76","4.99","4.98","","0.1","0.1","","597.1","20203"
"Matt Harvey","","11","11","55.0","3","4","0","0","63","33","11","41","17","1.44","6.75","2.72","5.42","5.29","","0.1","0.1","","999.0","11713"
"Max Kranick","PIT","3","27","40.0","2","3","0","1","42","21","6","32","14","1.41","7.10","3.18","4.83","4.84","","0.1","0.1","","999.0","22175"
"Brendan McKay","TBR","2","14","20.0","1","1","0","1","17","8","3","22","7","1.23","9.90","3.19","3.83","3.94","","0.1","0.1","","999.0","20186"
"Keegan Thompson","CHC","10","52","88.0","5","5","2","6","89","49","15","83","41","1.47","8.43","4.16","5.02","5.07","","0.1","0.1","","999.0","19795"
"Ryne Nelson","ARI","3","3","17.0","1","1","0","0","17","9","3","16","7","1.37","8.41","3.43","4.78","4.69","","0.1","0.1","","999.0","sa3011524"
"Jorge López","BAL","0","56","56.0","3","3","2","9","56","28","8","53","20","1.37","8.50","3.22","4.55","4.50","","0.1","0.0","","999.0","14527"
"David Robertson","","0","60","60.0","4","3","0","0","53","26","7","68","25","1.29","10.14","3.75","3.93","3.83","","0.1","0.1","","600.6","8241"
"Trevor Rosenthal","","0","59","59.0","3","3","0","0","47","25","7","77","35","1.38","11.80","5.35","3.81","3.93","","0.1","0.1","","517.0","10745"
"Brad Wieck","CHC","0","55","55.0","3","3","1","12","46","26","9","68","26","1.31","11.21","4.24","4.31","4.29","","0.1","0.2","","999.0","16390"
"Brooks Raley","TBR","0","52","52.0","3","2","0","6","45","20","5","55","21","1.27","9.61","3.62","3.52","3.65","","0.1","0.1","","599.1","10061"
"J.B. Wendelken","ARI","0","60","60.0","4","4","1","13","58","31","8","58","26","1.41","8.66","3.93","4.58","4.48","","0.1","0.0","","597.9","14506"
"Joan Adon","WSN","5","5","26.0","1","2","0","0","27","15","4","21","12","1.51","7.38","4.06","5.14","5.07","","0.1","0.1","","599.6","22925"
"John King","TEX","0","55","55.0","4","4","0","11","55","25","7","48","18","1.33","7.88","2.93","4.09","4.16","","0.1","0.2","","999.0","22051"
"Kirby Yates","ATL","0","36","36.0","3","1","2","1","30","15","5","46","12","1.18","11.62","3.12","3.64","3.52","","0.1","0.1","","586.9","9073"
"Manuel Rodríguez","CHC","0","62","62.0","4","4","6","12","60","31","8","58","31","1.45","8.41","4.46","4.44","4.61","","0.1","0.1","","999.0","20794"
"Drew Steckenrider","SEA","0","66","66.0","3","3","15","8","62","32","11","62","22","1.27","8.39","2.98","4.37","4.54","","0.1","0.1","","381.9","18806"
"Colin Poche","TBR","0","44","44.0","3","3","0","4","35","18","6","55","17","1.17","11.22","3.40","3.78","3.89","","0.1","0.1","","999.0","19403"
"Ryan Brasier","BOS","0","64","64.0","4","3","2","15","63","31","9","60","23","1.34","8.49","3.25","4.29","4.27","","0.1","0.6","","601.0","5615"
"Alexander Wells","BAL","3","35","49.0","3","3","0","1","55","28","10","35","13","1.39","6.43","2.39","5.19","5.29","","0.1","0.1","","999.0","19845"
"Connor Thomas","STL","2","2","10.0","1","1","0","0","10","4","1","7","3","1.34","6.67","2.80","4.12","4.31","","0.1","0.1","","999.0","sa3010784"
"Mitch White","LAD","2","20","26.0","1","1","0","1","25","13","4","26","9","1.30","8.94","3.16","4.34","4.37","","0.1","0.1","","546.3","19225"
"Cionel Pérez","BAL","0","44","44.0","2","2","0","3","41","22","6","46","24","1.46","9.31","4.86","4.40","4.61","","0.1","0.1","","999.0","19614"
"Yimi García","TOR","0","60","60.0","5","4","1","12","55","29","10","64","19","1.23","9.54","2.90","4.29","4.34","","0.1","0.3","","575.8","12095"
"Griffin Jax","MIN","18","32","110.0","6","7","0","1","123","68","22","84","39","1.47","6.86","3.17","5.56","5.43","","0.1","0.0","","599.8","20253"
"Seth Romero","WSN","2","20","26.0","1","1","0","1","25","13","4","26","12","1.40","8.89","4.01","4.47","4.48","","0.1","0.1","","999.0","21333"
"Jarlín García","SFG","0","66","66.0","4","4","0","13","61","29","8","61","23","1.27","8.31","3.09","4.02","4.08","","0.1","0.2","","601.0","18282"
"Jimmy Lambert","CHW","5","35","53.0","3","3","0","1","52","29","10","53","24","1.43","8.99","4.11","4.91","5.04","","0.1","0.1","","999.0","19541"
"Jeffrey Springs","TBR","0","34","34.0","2","2","0","1","27","13","4","44","13","1.20","11.67","3.56","3.49","3.49","","0.1","0.1","","999.0","17677"
"José Ruiz","CHW","0","57","57.0","2","2","0","11","53","28","9","58","26","1.38","9.21","4.03","4.45","4.58","","0.1","0.1","","999.0","14552"
"Caleb Kilian","CHC","2","2","8.0","1","0","0","0","9","4","1","7","2","1.30","7.27","2.37","4.33","4.38","","0.1","0.1","","999.0","sa3011773"
"Devin Smeltzer","MIN","2","18","25.0","1","1","0","1","26","13","4","20","8","1.35","7.21","2.75","4.73","4.73","","0.1","0.1","","999.0","19487"
"Brock Burke","TEX","2","16","22.0","1","1","0","1","21","11","3","21","8","1.36","8.65","3.38","4.38","4.41","","0.1","0.1","","999.0","17968"
"Chris Martin","","0","58","58.0","3","3","0","0","59","25","8","51","12","1.22","7.96","1.85","3.95","3.99","","0.1","0.1","","594.6","11847"
"Kutter Crawford","BOS","2","24","30.0","2","2","0","1","30","15","4","31","12","1.38","9.21","3.51","4.62","4.33","","0.1","0.2","","999.0","20531"
"Justin Bruihl","LAD","0","44","44.0","2","2","0","4","42","20","6","41","16","1.31","8.44","3.23","4.00","4.20","","0.1","0.1","","999.0","23779"
"Oliver Drake","TBR","0","43","43.0","2","2","0","0","39","19","5","43","16","1.27","9.06","3.38","3.97","3.93","","0.1","0.1","","999.0","8823"
"Patrick Murphy","WSN","0","53","53.0","3","3","0","10","52","26","7","50","23","1.40","8.43","3.84","4.49","4.45","","0.1","0.0","","999.0","19712"
"Noé Ramirez","ARI","0","64","64.0","3","4","1","16","61","33","10","62","24","1.33","8.79","3.34","4.60","4.58","","0.1","0.0","","600.9","12800"
"Ryan Tepera","","0","66","66.0","3","2","0","0","58","31","10","73","27","1.29","10.00","3.71","4.23","4.29","","0.1","0.0","","578.1","10291"
"Joe Jiménez","DET","0","54","54.0","3","4","0","9","47","27","8","63","26","1.37","10.44","4.40","4.53","4.57","","0.1","0.1","","999.0","15761"
"Tony Watson","","0","60","60.0","5","4","0","0","57","27","7","52","19","1.27","7.82","2.84","4.11","4.10","","0.1","0.1","","999.0","3132"
"Braxton Garrett","MIA","3","21","34.0","2","2","0","1","34","17","5","30","15","1.43","7.86","3.82","4.51","4.60","","0.1","0.0","","999.0","21844"
"Dominic Leone","SFG","0","62","62.0","4","4","0","13","56","29","8","68","28","1.35","9.85","4.12","4.23","4.15","","0.1","0.1","","596.6","13763"
"Justus Sheffield","SEA","3","39","53.0","3","4","0","1","53","26","7","48","24","1.46","8.15","4.09","4.48","4.64","","0.1","0.2","","600.9","17285"
"Ethan Roberts","CHC","0","35","35.0","2","2","0","3","34","16","4","33","13","1.34","8.44","3.30","4.19","4.15","","0.1","0.0","","999.0","sa3008132"
"Tommy Romero","TBR","2","8","14.0","1","1","0","1","13","7","2","15","5","1.26","9.14","3.11","4.15","4.28","","0.1","0.1","","596.1","sa3004469"
"Jesse Hahn","","0","47","47.0","4","4","0","0","42","23","6","53","26","1.45","10.24","4.94","4.37","4.25","","0.1","0.0","","999.0","13287"
"Adam Oller","NYM","3","15","29.0","1","2","0","1","29","15","5","27","12","1.41","8.17","3.72","4.74","4.82","","0.1","0.0","","999.0","sa913099"
"Drew Pomeranz","SDP","0","34","34.0","2","2","0","1","28","14","4","42","16","1.32","11.01","4.37","3.81","3.76","","0.1","0.1","","571.2","11426"
"Cory Abbott","CHC","3","11","26.0","1","2","0","1","26","15","5","25","13","1.48","8.64","4.36","5.16","5.20","","0.1","0.0","","999.0","20277"
"Anthony Misiewicz","SEA","0","58","58.0","4","4","1","10","57","27","9","57","17","1.28","8.83","2.70","4.22","4.29","","0.1","0.1","","999.0","18152"
"Ty Blach","","3","3","16.0","1","1","0","0","21","11","3","10","5","1.60","5.44","2.95","5.97","5.31","","0.1","0.0","","999.0","14361"
"Daniel Norris","","0","57","57.0","3","2","0","0","53","25","8","59","22","1.32","9.32","3.51","4.02","4.10","","0.1","0.1","","999.0","13475"
"Austin Adams","SDP","0","46","46.0","2","2","0","4","37","20","5","59","25","1.37","11.54","4.96","3.83","4.11","","0.1","0.1","","599.2","13801"
"Danny Coulombe","MIN","0","40","40.0","3","2","0","1","39","18","5","39","13","1.30","8.81","3.03","4.07","4.07","","0.1","0.0","","999.0","13293"
"Javy Guerra","SDP","0","38","38.0","1","1","0","1","35","18","5","37","15","1.32","8.77","3.56","4.15","4.14","","0.1","0.0","","999.0","17292"
"Lucas Luetge","NYY","0","49","49.0","3","2","0","6","47","23","7","49","15","1.28","8.93","2.80","4.15","4.23","","0.1","0.1","","999.0","8337"
"Jeurys Familia","","0","65","65.0","3","3","0","0","60","30","8","66","30","1.39","9.10","4.17","4.14","4.21","","0.1","0.1","","600.7","5114"
"Keone Kela","","0","33","33.0","2","2","0","0","28","15","5","39","12","1.23","10.76","3.30","4.04","3.93","","0.1","0.0","","999.0","14696"
"Miguel Yajure","PIT","3","33","47.0","2","3","0","1","48","25","7","38","17","1.41","7.27","3.30","4.83","4.84","","0.1","0.0","","595.9","21111"
"Nick Margevicius","SEA","2","16","23.0","1","2","0","1","23","11","3","19","7","1.34","7.57","2.82","4.55","4.56","","0.1","0.0","","999.0","20395"
"Graham Ashcraft","CIN","2","2","8.0","1","1","0","0","9","5","1","7","3","1.46","7.68","3.65","4.96","4.88","","0.1","0.0","","999.0","sa918274"
"Jharel Cotton","MIN","0","58","58.0","3","3","0","11","56","30","9","59","26","1.41","9.10","4.06","4.63","4.64","","0.1","0.0","","600.7","13654"
"Adam Morgan","","0","56","56.0","3","3","0","0","51","26","8","58","23","1.32","9.35","3.65","4.20","4.25","","0.1","0.1","","999.0","12580"
"Connor Seabold","BOS","5","11","31.0","2","2","0","1","33","18","5","24","11","1.44","7.17","3.25","5.32","5.04","","0.1","0.2","","999.0","19695"
"Alan Rangel","ATL","2","12","18.0","1","1","0","1","19","10","3","16","7","1.38","7.98","3.21","4.66","4.61","","0.1","0.0","","999.0","sa877578"
"José Álvarez","SFG","0","52","52.0","3","3","0","7","52","23","5","41","19","1.37","7.12","3.26","4.05","4.13","","0.1","0.0","","999.0","5358"
"Brad Hand","","0","67","67.0","5","4","0","0","60","30","10","73","26","1.28","9.82","3.50","4.06","4.25","","0.1","0.1","","517.5","9111"
"Tommy Hunter","","0","40","40.0","2","2","0","0","39","18","5","34","12","1.28","7.56","2.65","4.09","4.15","","0.1","0.0","","999.0","1157"
"Anthony Bass","MIA","0","63","63.0","4","4","2","13","59","29","9","60","25","1.33","8.54","3.50","4.20","4.32","","0.1","0.0","","600.9","7982"
"José Leclerc","TEX","0","36","36.0","2","2","0","1","28","15","5","47","18","1.28","11.63","4.46","3.87","3.99","","0.1","0.1","","600.5","14524"
"Kyle McGowin","","0","38","38.0","2","2","0","0","36","18","6","40","14","1.30","9.44","3.28","4.31","4.28","","0.1","0.0","","999.0","15071"
"Darren O'Day","ATL","0","26","26.0","2","1","0","1","24","12","3","28","9","1.25","9.60","3.02","4.15","3.96","","0.1","0.1","","999.0","3321"
"Joel Payamps","KCR","0","52","52.0","3","3","0","6","53","26","7","44","17","1.35","7.56","2.90","4.51","4.41","","0.1","0.0","","999.0","14332"
"Matt Strahm","","0","42","42.0","3","2","0","0","40","19","6","41","11","1.21","8.74","2.30","3.98","4.04","","0.1","0.1","","999.0","13799"
"Gabe Speier","KCR","0","54","54.0","2","2","0","9","54","26","7","49","20","1.37","8.22","3.33","4.35","4.31","","0.1","0.2","","999.0","17170"
"Thomas Hatch","TOR","2","28","34.0","2","2","0","1","35","18","6","31","13","1.39","8.03","3.38","4.82","4.86","","0.1","0.0","","999.0","19264"
"Ian Kennedy","","0","62","62.0","3","3","0","0","58","31","12","68","21","1.27","9.89","3.00","4.43","4.49","","0.1","0.0","","348.9","6986"
"Andrés Muñoz","SEA","0","46","46.0","3","3","1","5","36","20","7","63","24","1.31","12.26","4.70","3.82","3.99","","0.1","0.1","","556.1","20373"
"Austin Davis","BOS","0","48","48.0","2","2","0","6","45","24","6","49","23","1.42","9.22","4.23","4.52","4.35","","0.1","0.0","","999.0","17117"
"Rafael Montero","HOU","0","46","46.0","3","3","0","5","45","21","6","44","15","1.30","8.58","2.94","4.08","4.17","","0.1","0.1","","999.0","12760"
"Hansel Robles","","0","68","68.0","4","3","0","0","63","33","10","73","29","1.35","9.65","3.84","4.38","4.36","","0.1","0.1","","599.8","11801"
"Garrett Hill","DET","2","2","8.0","0","1","0","0","8","4","1","7","4","1.47","7.43","3.96","4.84","4.84","","0.1","0.0","","999.0","sa3007259"
"Jake Latz","TEX","2","2","8.0","0","0","0","0","8","5","1","7","4","1.46","8.14","4.05","4.92","4.97","","0.1","0.0","","999.0","21306"
"Clarke Schmidt","NYY","2","10","16.0","1","1","0","1","16","8","2","14","7","1.44","8.00","3.82","4.68","4.77","","0.1","0.0","","598.8","19899"
"Chaz Roe","","0","45","45.0","2","2","0","0","40","20","5","48","21","1.37","9.63","4.25","4.04","4.11","","0.1","0.1","","999.0","9866"
"Ben Leeper","CHC","0","34","34.0","3","2","0","1","31","16","5","38","14","1.32","10.05","3.81","4.11","4.12","","0.1","0.0","","999.0","sa3014907"
"Alex Colomé","","0","68","68.0","4","3","0","0","66","31","8","61","25","1.35","8.05","3.36","4.14","4.24","","0.1","0.1","","500.6","6661"
"Derek Holland","","0","60","60.0","3","3","0","0","56","28","9","63","23","1.32","9.39","3.48","4.19","4.35","","0.1","0.1","","999.0","4141"
"Louis Head","MIA","0","52","52.0","2","2","0","7","48","24","7","51","19","1.30","8.79","3.37","4.19","4.32","","0.1","0.0","","598.2","13259"
"Ryan Sherriff","PHI","0","58","58.0","6","5","0","12","56","28","7","52","27","1.43","8.13","4.21","4.28","4.50","","0.1","0.1","","999.0","12249"
"Jovani Moran","MIN","0","46","46.0","2","2","0","6","39","21","5","55","27","1.43","10.79","5.20","4.12","4.15","","0.1","0.1","","999.0","20422"
"Cole Sands","MIN","2","2","8.0","0","0","0","0","8","4","1","7","3","1.45","7.99","3.82","4.98","4.90","","0.1","0.0","","999.0","sa3008611"
"Lou Trivino","OAK","0","70","70.0","5","5","24","4","63","33","9","68","33","1.37","8.70","4.20","4.19","4.36","","0.1","0.3","","243.1","15043"
"Francisco Perez","WSN","0","42","42.0","2","2","0","4","38","20","6","45","21","1.40","9.71","4.43","4.35","4.35","","0.1","0.0","","999.0","21018"
"Erik Swanson","SEA","0","40","40.0","2","2","0","3","37","20","7","41","13","1.25","9.30","2.84","4.42","4.45","","0.0","0.0","","596.3","16587"
"Packy Naughton","LAA","2","24","31.0","2","2","0","1","33","16","5","23","10","1.40","6.70","2.89","4.82","4.87","","0.0","0.1","","999.0","23292"
"Ryan Borucki","TOR","0","46","46.0","3","2","0","6","43","22","6","45","20","1.38","8.77","3.98","4.23","4.23","","0.0","0.1","","999.0","16350"
"Jonathan Stiever","CHW","5","21","41.0","2","3","0","1","44","24","9","36","13","1.38","7.91","2.91","5.32","5.38","","0.0","0.0","","999.0","24584"
"Jace Fry","","0","40","40.0","2","2","0","0","35","18","4","44","22","1.43","9.93","5.00","4.06","4.15","","0.0","0.0","","999.0","16159"
"Johan Oviedo","STL","3","25","39.0","2","2","0","1","38","20","5","34","19","1.47","7.86","4.41","4.61","4.83","","0.0","0.1","","999.0","22487"
"Tommy Nance","CHC","0","48","48.0","2","2","0","9","45","23","6","47","21","1.39","8.84","3.99","4.29","4.38","","0.0","0.1","","999.0","19178"
"Hoby Milner","MIL","0","30","30.0","1","1","0","1","28","13","5","33","9","1.22","10.05","2.65","3.92","4.07","","0.0","0.1","","999.0","13346"
"Victor González","LAD","0","36","36.0","2","2","0","1","34","16","4","35","15","1.35","8.84","3.72","3.90","4.13","","0.0","0.0","","999.0","16408"
"John Brebbia","SFG","0","42","42.0","2","2","0","1","38","19","6","48","15","1.26","10.21","3.19","4.03","4.08","","0.0","0.0","","999.0","12777"
"Andrew Wantz","LAA","0","58","58.0","3","3","0","11","55","30","10","61","25","1.37","9.48","3.83","4.64","4.74","","0.0","0.0","","999.0","24933"
"Drew Strotman","MIN","3","3","17.0","1","1","0","0","18","10","3","13","8","1.59","6.84","4.56","5.35","5.30","","0.0","0.1","","999.0","sa3004584"
"Heath Hembree","","0","58","58.0","3","4","0","0","50","28","10","72","25","1.29","11.21","3.85","4.41","4.44","","0.0","0.0","","999.0","11632"
"Cristopher Sánchez","PHI","0","24","24.0","1","1","0","1","22","11","3","24","12","1.43","9.15","4.58","4.18","4.29","","0.0","0.0","","999.0","20778"
"David Phelps","TOR","0","24","24.0","2","1","0","1","22","11","3","27","9","1.27","10.15","3.32","4.03","4.03","","0.0","0.0","","999.0","6316"
"Blake Parker","","0","50","50.0","2","2","0","0","49","25","8","48","19","1.35","8.63","3.41","4.48","4.51","","0.0","0.0","","999.0","5224"
"Sean Poppen","ARI","0","42","42.0","2","2","0","4","42","21","5","40","18","1.44","8.56","3.91","4.43","4.31","","0.0","0.0","","999.0","19583"
"Carlos Estévez","COL","0","63","63.0","3","3","19","5","67","35","11","63","23","1.43","8.93","3.31","5.01","4.68","","0.0","0.2","","465.0","14542"
"Jacob Barnes","TOR","0","34","34.0","2","2","0","1","33","16","5","33","14","1.39","8.66","3.66","4.36","4.34","","0.0","0.0","","999.0","12323"
"Humberto Castellanos","ARI","2","2","9.0","0","1","0","0","10","5","2","7","3","1.41","6.83","2.90","5.10","5.04","","0.0","0.1","","999.0","21183"
"Trey Wingenter","CIN","0","32","32.0","2","2","0","1","26","16","5","42","17","1.36","11.89","4.88","4.41","4.42","","0.0","0.0","","999.0","17793"
"James McArthur","PHI","2","2","8.0","0","1","0","0","9","5","1","7","4","1.52","7.25","4.34","5.15","5.19","","0.0","0.0","","999.0","sa3007715"
"Scott Oberg","COL","0","16","16.0","1","1","0","1","16","8","2","15","6","1.37","8.49","3.32","4.39","4.13","","0.0","0.0","","999.0","13911"
"Dylan Lee","ATL","0","44","44.0","3","2","0","4","42","21","6","43","16","1.31","8.83","3.24","4.23","4.25","","0.0","0.1","","999.0","19996"
"Sean Doolittle","","0","54","54.0","3","3","0","0","51","27","10","56","19","1.29","9.26","3.16","4.46","4.60","","0.0","0.0","","999.0","1581"
"Aaron Sanchez","","13","13","64.0","3","5","0","0","70","38","10","44","31","1.59","6.22","4.39","5.42","5.44","","0.0","0.1","","599.6","11490"
"Anthony Kay","TOR","2","10","16.0","1","1","0","1","16","9","3","16","8","1.45","8.82","4.25","4.78","4.88","","0.0","0.0","","999.0","20387"
"Angel Perdomo","MIL","0","38","38.0","2","2","0","1","30","17","5","51","24","1.41","12.09","5.67","4.09","4.26","","0.0","0.0","","999.0","17759"
"Wyatt Mills","SEA","0","22","22.0","1","1","0","1","20","9","3","23","8","1.30","9.32","3.47","3.88","4.01","","0.0","0.0","","999.0","20010"
"Scott Moss","PHI","2","2","8.0","1","1","0","0","8","5","1","8","5","1.52","9.03","4.99","5.08","5.24","","0.0","0.0","","999.0","sa738902"
"Nick Anderson","TBR","0","17","17.0","1","1","0","1","15","7","3","19","5","1.19","9.93","2.83","3.83","3.96","","0.0","0.0","","599.0","18337"
"Jhoan Duran","MIN","0","28","28.0","2","2","0","1","26","13","3","28","13","1.40","9.12","4.16","4.23","4.25","","0.0","0.0","","999.0","sa873347"
"Sean Newcomb","ATL","0","40","40.0","2","2","0","1","36","19","5","44","19","1.36","9.88","4.21","4.20","4.25","","0.0","0.0","","599.6","16943"
"Miguel Del Pozo","DET","0","46","46.0","2","3","0","5","44","24","7","46","22","1.45","9.02","4.36","4.63","4.59","","0.0","0.0","","999.0","18792"
"Dany Jiménez","OAK","0","22","22.0","1","1","0","1","18","9","3","26","11","1.32","10.65","4.37","3.82","4.02","","0.0","0.0","","999.0","21170"
"Luke Barker","MIL","0","21","21.0","2","1","0","1","19","10","3","22","6","1.24","9.42","2.78","4.09","4.16","","0.0","0.0","","999.0","sa977837"
"Dylan File","MIL","2","10","16.0","1","1","0","1","18","9","3","13","5","1.37","7.02","2.58","5.02","5.05","","0.0","0.0","","999.0","sa3004197"
"Mitchell Stumpo","ARI","0","18","18.0","1","1","0","1","17","8","2","17","7","1.34","8.70","3.47","4.08","4.04","","0.0","0.0","","999.0","sa3011585"
"Joe Smith","","0","48","48.0","3","3","0","0","49","22","7","40","12","1.28","7.43","2.30","4.19","4.36","","0.0","0.0","","999.0","3281"
"Sam Howard","PIT","0","58","58.0","3","3","0","11","51","28","9","69","31","1.41","10.77","4.89","4.38","4.55","","0.0","0.1","","999.0","16265"
"Wander Suero","","0","38","38.0","3","2","0","0","37","19","6","38","14","1.34","8.97","3.32","4.49","4.54","","0.0","0.0","","999.0","15855"
"Humberto Mejía","ARI","2","2","8.0","0","1","0","0","9","5","1","7","3","1.45","7.20","3.27","5.21","5.08","","0.0","0.0","","999.0","20739"
"Ryan Pepiot","LAD","2","2","8.0","0","1","0","0","8","5","2","8","4","1.44","8.60","3.97","5.05","5.17","","0.0","0.0","","600.8","sa3011244"
"Jesse Chavez","","0","56","56.0","3","2","0","0","55","27","8","52","18","1.30","8.37","2.88","4.32","4.33","","0.0","0.0","","999.0","5448"
"Josh James","HOU","0","24","24.0","1","1","0","1","20","11","4","30","13","1.38","11.08","4.82","4.27","4.42","","0.0","0.0","","999.0","16794"
"Justin Topa","MIL","0","27","27.0","1","2","0","1","28","14","4","23","9","1.39","7.66","3.16","4.68","4.51","","0.0","0.0","","999.0","15145"
"Michael Feliz","BOS","0","38","38.0","2","2","2","1","37","20","6","39","16","1.39","9.18","3.68","4.82","4.52","","0.0","0.0","","999.0","11903"
"Bowden Francis","TOR","3","3","17.0","1","1","0","0","18","10","3","15","7","1.44","7.75","3.68","5.27","5.35","","0.0","0.1","","999.0","sa918451"
"J.P. France","HOU","2","2","9.0","1","1","0","0","9","5","2","8","4","1.46","8.58","4.36","5.03","5.22","","0.0","0.1","","999.0","sa3008310"
"Hans Crouse","PHI","6","6","31.0","2","2","0","0","33","19","6","26","14","1.50","7.45","4.05","5.57","5.66","","0.0","0.0","","999.0","22192"
"Kirby Snead","TOR","0","12","12.0","1","1","0","1","11","5","1","13","5","1.32","9.47","3.66","3.91","4.03","","0.0","0.0","","999.0","19179"
"Matt Frisbee","SFG","2","2","9.0","1","1","0","0","10","5","2","7","3","1.37","6.73","2.68","5.00","4.99","","0.0","0.1","","999.0","sa3006801"
"Darien Núñez","LAD","0","12","12.0","1","1","0","1","10","5","2","15","5","1.26","11.45","3.99","3.79","3.90","","0.0","0.0","","999.0","21197"
"James Norwood","SDP","0","12","12.0","1","1","0","1","10","5","2","14","6","1.39","10.77","4.84","4.01","4.16","","0.0","0.0","","999.0","16440"
"Logan Allen","CLE","3","47","60.0","3","4","0","6","62","32","9","51","25","1.46","7.68","3.81","4.81","4.83","","0.0","0.1","","600.8","18555"
"Ryan Weiss","ARI","0","30","30.0","2","1","0","1","30","15","4","27","12","1.38","8.20","3.49","4.37","4.29","","0.0","0.0","","999.0","sa3007778"
